GEOID,all,count
17031100200,all,2
17031100300,all,0
17031100400,all,0
17031100500,all,2
17031100600,all,3
17031100700,all,2
17031110100,all,0
17031110200,all,3
17031110300,all,1
17031110400,all,5
17031110501,all,4
17031110502,all,5
17031120100,all,1
17031120200,all,0
17031120300,all,1
17031120400,all,1
17031130100,all,5
17031130200,all,3
17031130300,all,0
17031140100,all,21
17031140200,all,19
17031140301,all,17
17031140302,all,13
17031140400,all,3
17031140500,all,3
17031140601,all,6
17031140602,all,23
17031140701,all,8
17031140702,all,30
17031140800,all,20
17031150200,all,8
17031150300,all,7
17031150401,all,0
17031150402,all,9
17031150501,all,0
17031150502,all,2
17031150600,all,10
17031150700,all,5
17031150800,all,7
17031151001,all,10
17031151002,all,17
17031151100,all,17
17031151200,all,2
17031160100,all,0
17031160200,all,3
17031160300,all,4
17031160400,all,9
17031160501,all,23
17031160502,all,19
17031160601,all,11
17031160602,all,11
17031160700,all,8
17031160800,all,15
17031160900,all,3
17031161000,all,5
17031161100,all,1
17031161200,all,9
17031161300,all,17
17031170100,all,1
17031170200,all,3
17031170300,all,4
17031170400,all,6
17031170500,all,1
17031170600,all,1
17031170700,all,0
17031170800,all,2
17031170900,all,2
17031171000,all,6
17031171100,all,5
17031180100,all,10
17031190100,all,30
17031190200,all,23
17031190300,all,34
17031190401,all,9
17031190402,all,17
17031190601,all,34
17031190602,all,29
17031190701,all,16
17031190702,all,38
17031190800,all,39
17031190900,all,6
17031191000,all,12
17031191100,all,48
17031191200,all,38
17031191301,all,49
17031191302,all,54
17031200100,all,19
17031200200,all,61
17031200300,all,21
17031200401,all,43
17031200402,all,49
17031210100,all,10
17031210400,all,6
17031210501,all,19
17031210502,all,40
17031210601,all,19
17031210602,all,35
17031210700,all,27
17031210800,all,3
17031210900,all,11
17031220300,all,7
17031220400,all,4
17031220500,all,9
17031220601,all,5
17031220602,all,15
17031220701,all,25
17031220702,all,38
17031220901,all,31
17031220902,all,17
17031221000,all,21
17031221100,all,17
17031221200,all,17
17031221300,all,8
17031221400,all,19
17031221500,all,17
17031221600,all,5
17031222200,all,5
17031222500,all,19
17031222600,all,10
17031222700,all,13
17031222800,all,9
17031222900,all,9
17031230100,all,16
17031230200,all,28
17031230300,all,10
17031230400,all,29
17031230500,all,91
17031230600,all,143
17031230700,all,110
17031230800,all,17
17031230900,all,100
17031231100,all,45
17031231200,all,278
17031231500,all,271
17031240200,all,0
17031240300,all,1
17031240500,all,7
17031240600,all,10
17031240700,all,8
17031240800,all,17
17031240900,all,39
17031241000,all,41
17031241100,all,54
17031241200,all,4
17031241300,all,1
17031241400,all,28
17031241500,all,5
17031241600,all,25
17031242000,all,24
17031242100,all,26
17031242200,all,11
17031242300,all,2
17031242400,all,7
17031242500,all,29
17031242600,all,63
17031242700,all,32
17031242800,all,9
17031242900,all,18
17031243000,all,5
17031243100,all,10
17031243200,all,18
17031243300,all,10
17031243400,all,25
17031243500,all,5
17031250200,all,57
17031250300,all,85
17031250400,all,109
17031250500,all,8
17031250600,all,72
17031250700,all,126
17031250800,all,122
17031251000,all,53
17031251100,all,143
17031251200,all,133
17031251300,all,131
17031251400,all,94
17031251500,all,148
17031251600,all,198
17031251700,all,81
17031251800,all,201
17031251900,all,210
17031252000,all,81
17031252101,all,48
17031252102,all,186
17031252201,all,75
17031252202,all,195
17031260100,all,39
17031260200,all,74
17031260300,all,61
17031260400,all,55
17031260500,all,169
17031260600,all,127
17031260700,all,136
17031260800,all,138
17031260900,all,91
17031261000,all,76
17031270500,all,88
17031271200,all,67
17031271300,all,57
17031271400,all,62
17031271500,all,60
17031271800,all,52
17031280100,all,9
17031280400,all,26
17031280800,all,56
17031280900,all,36
17031281900,all,4
17031282700,all,38
17031282800,all,17
17031283100,all,5
17031283200,all,11
17031283800,all,25
17031290900,all,152
17031291200,all,88
17031291600,all,23
17031292200,all,83
17031292400,all,61
17031292500,all,115
17031300500,all,41
17031300600,all,17
17031300700,all,54
17031300800,all,48
17031300900,all,46
17031301100,all,57
17031301200,all,102
17031301600,all,48
17031301701,all,39
17031301702,all,56
17031301801,all,45
17031301802,all,64
17031301803,all,80
17031310200,all,13
17031310300,all,29
17031310400,all,21
17031310500,all,22
17031310600,all,92
17031310700,all,23
17031310800,all,58
17031310900,all,63
17031320100,all,4
17031320400,all,11
17031320600,all,2
17031330100,all,32
17031330200,all,3
17031340300,all,0
17031340400,all,2
17031340500,all,3
17031340600,all,33
17031350100,all,3
17031350400,all,30
17031351000,all,7
17031351100,all,75
17031351400,all,30
17031351500,all,4
17031360200,all,32
17031380100,all,45
17031380200,all,6
17031380500,all,12
17031380700,all,14
17031381200,all,46
17031381400,all,74
17031381500,all,16
17031381700,all,2
17031381800,all,47
17031381900,all,26
17031390100,all,13
17031390200,all,15
17031390300,all,33
17031390400,all,39
17031390500,all,10
17031390600,all,1
17031390700,all,7
17031400300,all,80
17031400400,all,76
17031400500,all,111
17031400800,all,113
17031410100,all,5
17031410200,all,2
17031410500,all,18
17031410600,all,1
17031410700,all,2
17031410800,all,7
17031410900,all,7
17031411000,all,9
17031411100,all,1
17031411200,all,0
17031420100,all,13
17031420200,all,31
17031420300,all,16
17031420400,all,36
17031420500,all,118
17031420600,all,112
17031420700,all,259
17031420800,all,104
17031421200,all,53
17031430101,all,107
17031430102,all,24
17031430200,all,116
17031430300,all,96
17031430400,all,92
17031430500,all,96
17031430600,all,32
17031430700,all,36
17031430800,all,36
17031430900,all,38
17031431200,all,46
17031431301,all,141
17031431302,all,127
17031431400,all,98
17031440101,all,147
17031440102,all,93
17031440201,all,86
17031440202,all,46
17031440300,all,29
17031440600,all,25
17031440700,all,42
17031440800,all,54
17031440900,all,88
17031450300,all,62
17031460100,all,139
17031460200,all,60
17031460301,all,95
17031460302,all,163
17031460400,all,92
17031460500,all,102
17031460600,all,38
17031460700,all,94
17031461000,all,21
17031470100,all,63
17031480100,all,19
17031480200,all,14
17031480300,all,25
17031480400,all,72
17031480500,all,52
17031490300,all,31
17031490400,all,23
17031490500,all,24
17031490600,all,59
17031490700,all,82
17031490800,all,104
17031490901,all,83
17031490902,all,96
17031491000,all,283
17031491100,all,87
17031491200,all,61
17031491300,all,115
17031491400,all,153
17031500100,all,29
17031500200,all,64
17031500300,all,12
17031510100,all,18
17031510200,all,39
17031510300,all,129
17031520100,all,18
17031520200,all,42
17031520300,all,71
17031520400,all,13
17031520500,all,7
17031520600,all,2
17031530100,all,91
17031530200,all,276
17031530300,all,113
17031530400,all,33
17031530501,all,201
17031530502,all,29
17031530503,all,107
17031530600,all,74
17031540101,all,132
17031540102,all,116
17031550100,all,11
17031550200,all,10
17031560100,all,13
17031560200,all,65
17031560300,all,7
17031560400,all,3
17031560700,all,8
17031560800,all,3
17031560900,all,2
17031561000,all,3
17031561100,all,0
17031570100,all,5
17031570200,all,15
17031570300,all,25
17031570400,all,11
17031570500,all,10
17031580100,all,33
17031580200,all,64
17031580300,all,24
17031580400,all,32
17031580501,all,61
17031580502,all,42
17031580600,all,75
17031580700,all,65
17031580800,all,11
17031590500,all,11
17031590600,all,21
17031590700,all,9
17031600400,all,2
17031600600,all,7
17031600700,all,11
17031600900,all,31
17031610300,all,123
17031610400,all,56
17031610800,all,7
17031611000,all,59
17031611100,all,73
17031611200,all,112
17031611300,all,57
17031611400,all,61
17031611500,all,45
17031611600,all,57
17031611700,all,113
17031611800,all,57
17031611900,all,99
17031612000,all,46
17031612100,all,68
17031620100,all,15
17031620200,all,10
17031620300,all,16
17031620400,all,21
17031630100,all,29
17031630200,all,27
17031630300,all,55
17031630400,all,70
17031630500,all,72
17031630800,all,82
17031630900,all,38
17031640100,all,4
17031640300,all,5
17031640400,all,1
17031640500,all,0
17031640600,all,1
17031640700,all,3
17031640800,all,14
17031650100,all,16
17031650200,all,23
17031650301,all,11
17031650302,all,13
17031650400,all,22
17031650500,all,7
17031660301,all,46
17031660302,all,89
17031660400,all,42
17031660500,all,40
17031660600,all,178
17031660700,all,107
17031660800,all,89
17031660900,all,178
17031661000,all,156
17031661100,all,42
17031670100,all,43
17031670200,all,88
17031670300,all,79
17031670400,all,111
17031670500,all,70
17031670600,all,55
17031670700,all,85
17031670800,all,96
17031670900,all,37
17031671100,all,59
17031671200,all,73
17031671300,all,133
17031671400,all,145
17031671500,all,216
17031671600,all,115
17031671800,all,62
17031671900,all,46
17031672000,all,181
17031680500,all,82
17031680600,all,68
17031680900,all,150
17031681000,all,123
17031681100,all,171
17031681200,all,128
17031681300,all,122
17031681400,all,188
17031690300,all,72
17031690400,all,154
17031690500,all,65
17031690900,all,151
17031691000,all,80
17031691100,all,113
17031691200,all,73
17031691300,all,37
17031691400,all,145
17031691500,all,107
17031700100,all,44
17031700200,all,28
17031700301,all,20
17031700302,all,13
17031700401,all,63
17031700402,all,12
17031700501,all,63
17031700502,all,16
17031710100,all,41
17031710200,all,124
17031710300,all,35
17031710400,all,129
17031710500,all,82
17031710600,all,69
17031710700,all,81
17031710800,all,97
17031710900,all,56
17031711000,all,103
17031711100,all,82
17031711200,all,96
17031711300,all,49
17031711400,all,78
17031711500,all,47
17031720100,all,1
17031720200,all,7
17031720300,all,2
17031720400,all,0
17031720500,all,0
17031720600,all,1
17031720700,all,6
17031730100,all,34
17031730201,all,139
17031730202,all,43
17031730300,all,45
17031730400,all,140
17031730500,all,84
17031730600,all,43
17031730700,all,59
17031740100,all,1
17031740200,all,0
17031740300,all,1
17031740400,all,0
17031750100,all,85
17031750200,all,4
17031750300,all,1
17031750400,all,1
17031750500,all,68
17031750600,all,103
17031760801,all,2
17031760802,all,0
17031760803,all,2
17031770901,all,0
17031770902,all,0
17031805402,all,0
17031805502,all,0
17031805600,all,0
17031805702,all,0
17031807600,all,1
17031807800,all,0
17031807900,all,0
17031808001,all,0
17031808002,all,0
17031808100,all,0
17031810000,all,0
17031810200,all,1
17031810301,all,0
17031810400,all,0
17031810501,all,0
17031810502,all,0
17031810600,all,0
17031810701,all,0
17031810702,all,0
17031810800,all,0
17031810900,all,0
17031811100,all,0
17031811500,all,0
17031811900,all,0
17031812100,all,1
17031812200,all,0
17031812500,all,0
17031812600,all,0
17031813000,all,0
17031813100,all,1
17031813301,all,0
17031813302,all,0
17031813400,all,0
17031813500,all,0
17031813801,all,0
17031814200,all,0
17031820300,all,0
17031820400,all,0
17031820502,all,0
17031820700,all,0
17031820800,all,0
17031820901,all,1
17031820902,all,0
17031821102,all,0
17031821200,all,0
17031821401,all,0
17031821402,all,0
17031821500,all,0
17031821600,all,1
17031821700,all,0
17031821900,all,0
17031822000,all,0
17031822101,all,0
17031822701,all,0
17031822702,all,0
17031822802,all,0
17031823200,all,0
17031823303,all,0
17031823304,all,0
17031823400,all,0
17031823500,all,0
17031825700,all,0
17031825801,all,0
17031826401,all,0
17031826500,all,0
17031830500,all,44
17031830600,all,24
17031830700,all,87
17031830800,all,1
17031830900,all,12
17031831000,all,0
17031831100,all,27
17031831200,all,42
17031831300,all,26
17031831400,all,63
17031831500,all,9
17031831600,all,17
17031831700,all,5
17031831800,all,10
17031831900,all,0
17031832000,all,9
17031832100,all,2
17031832200,all,4
17031832300,all,8
17031832400,all,26
17031832500,all,8
17031832600,all,1
17031832900,all,3
17031833000,all,22
17031833100,all,13
17031833300,all,7
17031833900,all,74
17031834000,all,72
17031834200,all,119
17031834300,all,108
17031834400,all,45
17031834500,all,95
17031834600,all,204
17031834700,all,172
17031834800,all,95
17031834900,all,99
17031835000,all,168
17031835100,all,115
17031835200,all,5
17031835500,all,85
17031835600,all,50
17031835700,all,21
17031835800,all,42
17031835900,all,92
17031836000,all,61
17031836100,all,107
17031836200,all,1
17031836300,all,3
17031836400,all,36
17031836500,all,17
17031836600,all,82
17031836700,all,82
17031836800,all,123
17031836900,all,46
17031837000,all,69
17031837100,all,50
17031837300,all,73
17031837400,all,92
17031837800,all,59
17031838000,all,36
17031838100,all,20
17031838200,all,9
17031838300,all,26
17031838600,all,57
17031838700,all,226
17031838800,all,66
17031839000,all,2
17031839100,all,9
17031839200,all,25
17031839500,all,9
17031839600,all,42
17031839700,all,10
17031839800,all,3
17031839900,all,8
17031840000,all,2
17031840100,all,3
17031840200,all,14
17031840300,all,32
17031840400,all,17
17031840700,all,85
17031840800,all,34
17031841000,all,31
17031841100,all,11
17031841200,all,81
17031841300,all,33
17031841400,all,45
17031841500,all,123
17031841600,all,11
17031841700,all,28
17031841800,all,103
17031841900,all,17
17031842000,all,2
17031842100,all,162
17031842200,all,62
17031842300,all,24
17031842400,all,82
17031842500,all,53
17031842600,all,70
17031842800,all,63
17031842900,all,136
17031843000,all,137
17031843100,all,100
17031843200,all,50
17031843300,all,22
17031843400,all,72
17031843500,all,13
17031843600,all,81
17031843700,all,4
17031843800,all,61
17031843900,all,77
