GEOID,gangster disciples,black p stones,peaceful,latin kings,vice lords,black disciples,two-six
17031630300,0.14,0.14,0.65,0.02,0.03,0.01,0.01
17031630400,0.23,0.13,0.46,0.03,0.14,0.01,0
17031630500,0.19,0.07,0.67,0.02,0.04,0.01,0
17031630800,0.33,0.2,0.43,0,0.04,0,0
17031630900,0.04,0.07,0.88,0.01,0,0,0
17031640100,0,0,1,0,0,0,0
17031640300,0,0,1,0,0,0,0
17031640400,0,0,1,0,0,0,0
17031640500,0,0,1,0,0,0,0
17031640600,0,0,1,0,0,0,0
17031640700,0,0,1,0,0,0,0
17031640800,0,0.01,0.99,0,0,0,0
17031650100,0,0,1,0,0,0,0
17031650200,0.03,0,0.93,0,0.04,0,0
17031650301,0,0,0.98,0,0.02,0,0
17031650302,0.01,0,0.99,0,0,0,0
17031650400,0.08,0.09,0.81,0,0.01,0,0.01
17031650500,0,0,1,0,0,0,0
17031660301,0.04,0.05,0.89,0,0.02,0,0
17031660302,0.18,0.15,0.52,0.01,0.14,0,0
17031660400,0.13,0.16,0.66,0.02,0.03,0,0
17031660500,0.02,0.02,0.96,0,0,0,0
17031660600,0.39,0.35,0,0.04,0.22,0,0
17031660700,0.31,0.21,0.34,0.01,0.1,0.03,0
17031660800,0.4,0.24,0.08,0.05,0.18,0.04,0.01
17031660900,0.37,0.39,0.01,0.03,0.16,0.02,0.02
17031661000,0.49,0.31,0,0.04,0.11,0.04,0.01
17031661100,0.17,0.14,0.62,0.02,0.05,0,0
17031670100,0.08,0.03,0.74,0,0.15,0,0
17031670200,0.34,0.21,0.18,0.04,0.22,0.01,0
17031670300,0.37,0.27,0.21,0.02,0.12,0.01,0
17031670400,0.35,0.41,0.1,0,0.12,0.02,0
17031670500,0.29,0.2,0.45,0.02,0.03,0.01,0
17031670600,0.29,0.17,0.47,0.01,0.05,0,0.01
17031670700,0.44,0.29,0.14,0.02,0.07,0.03,0.01
17031670800,0.32,0.32,0.14,0.03,0.17,0.02,0
17031670900,0.22,0.14,0.61,0,0,0.02,0.01
17031671100,0.28,0.13,0.53,0.01,0.03,0.02,0
17031671200,0.34,0.12,0.49,0.01,0.04,0,0
17031671300,0.32,0.36,0.09,0.02,0.16,0.04,0.01
17031671400,0.49,0.32,0,0.03,0.13,0.02,0.01
17031671500,0.5,0.32,0,0.03,0.12,0.03,0
17031671600,0.28,0.24,0.1,0.02,0.33,0.03,0
17031671800,0.07,0.03,0.85,0,0.05,0,0
17031671900,0.16,0.05,0.75,0,0.04,0,0
17031672000,0.45,0.35,0.02,0.03,0.12,0.02,0.01
17031680500,0.23,0.21,0.2,0.01,0.34,0.01,0
17031680600,0.16,0.1,0.58,0.01,0.15,0,0
17031680900,0.35,0.3,0,0.06,0.25,0.04,0
17031681000,0.34,0.16,0.16,0.04,0.23,0.05,0.02
17031681100,0.31,0.18,0.33,0,0.16,0.01,0.01
17031681200,0.48,0.31,0.07,0.03,0.09,0.02,0
17031681300,0.36,0.33,0.03,0.05,0.21,0.01,0.01
17031681400,0.31,0.3,0.02,0.02,0.34,0.01,0
17031690300,0.24,0.09,0.58,0.01,0.08,0,0
17031690400,0.28,0.29,0.05,0.03,0.32,0.03,0
17031690500,0.14,0.14,0.57,0.01,0.13,0,0.01
17031690900,0.33,0.25,0.03,0.03,0.32,0.02,0.02
17031691000,0.19,0.22,0.47,0.01,0.07,0.04,0
17031691100,0.38,0.19,0.24,0.02,0.17,0,0
17031691200,0.12,0.14,0.56,0.01,0.17,0,0
17031691300,0.04,0,0.68,0,0.25,0.02,0.01
17031691400,0.37,0.28,0.21,0.01,0.12,0,0.01
17031691500,0.46,0.39,0.05,0.01,0.04,0.05,0
17031700100,0.23,0.05,0.68,0,0.02,0.01,0.01
17031700200,0.14,0.01,0.81,0.01,0.03,0,0
17031700301,0.02,0.02,0.96,0,0,0,0
17031700302,0,0,1,0,0,0,0
17031700401,0.37,0.12,0.41,0.02,0.05,0.02,0.01
17031700402,0.01,0,0.95,0,0.03,0.01,0
17031700501,0.26,0.14,0.52,0,0.08,0,0
17031700502,0.04,0,0.96,0,0,0,0
17031710100,0.28,0.17,0.5,0,0.04,0,0.01
17031710200,0.36,0.26,0.16,0.02,0.17,0.03,0
17031710300,0.19,0.08,0.59,0,0.11,0.01,0.02
17031710400,0.4,0.28,0.1,0.03,0.16,0.03,0
17031710500,0.21,0.16,0.47,0.02,0.12,0.01,0.01
17031710600,0.21,0.27,0.49,0,0.02,0.01,0
17031710700,0.41,0.2,0.29,0.02,0.06,0.02,0
17031710800,0.33,0.28,0.09,0.01,0.27,0.02,0
17031710900,0.21,0.23,0.38,0.03,0.1,0.04,0.01
17031711000,0.19,0.29,0.36,0,0.14,0.01,0.01
17031711100,0.16,0.3,0.22,0.03,0.25,0.04,0
17031711200,0.34,0.33,0.21,0.01,0.07,0.04,0
17031711300,0.12,0.16,0.44,0.02,0.24,0.01,0.01
17031711400,0.16,0.13,0.3,0.04,0.37,0,0
17031711500,0.07,0.05,0.59,0,0.28,0.01,0
17031720100,0,0,1,0,0,0,0
17031720200,0.02,0,0.98,0,0,0,0
17031720300,0,0,1,0,0,0,0
17031720400,0,0,1,0,0,0,0
17031720500,0,0,1,0,0,0,0
17031720600,0,0,1,0,0,0,0
17031720700,0,0,1,0,0,0,0
17031730100,0.02,0.02,0.95,0,0.01,0,0
17031730201,0.36,0.37,0.09,0,0.14,0.03,0.01
17031730202,0.1,0.09,0.77,0,0.02,0.02,0
17031730300,0.21,0.08,0.7,0,0.01,0,0
17031730400,0.24,0.42,0.02,0.03,0.26,0.02,0.01
17031730500,0.23,0.29,0.2,0,0.23,0.02,0.03
17031730600,0.03,0.09,0.76,0,0.12,0,0
17031730700,0.09,0.08,0.69,0.02,0.11,0.01,0
17031740100,0,0,1,0,0,0,0
17031740200,0,0,1,0,0,0,0
17031740300,0,0,1,0,0,0,0
17031740400,0,0,1,0,0,0,0
17031750100,0.53,0.31,0.02,0.02,0.1,0,0.02
17031750200,0,0.01,0.99,0,0,0,0
17031750300,0,0,1,0,0,0,0
17031750400,0,0,1,0,0,0,0
17031750500,0.29,0.08,0.52,0,0.09,0.02,0
17031750600,0.22,0.13,0.48,0.01,0.15,0.01,0
17031760801,0,0,1,0,0,0,0
17031760802,0,0,1,0,0,0,0
17031760803,0,0,1,0,0,0,0
17031770901,0,0,1,0,0,0,0
17031770902,0,0,1,0,0,0,0
17031805402,0,0,1,0,0,0,0
17031805502,0,0,1,0,0,0,0
17031805600,0,0,1,0,0,0,0
17031805702,0,0,1,0,0,0,0
17031807600,0,0,1,0,0,0,0
17031807800,0,0,1,0,0,0,0
17031807900,0,0,1,0,0,0,0
17031808001,0,0,1,0,0,0,0
17031808002,0,0,1,0,0,0,0
17031808100,0,0,1,0,0,0,0
17031810000,0,0,1,0,0,0,0
17031810200,0,0,1,0,0,0,0
17031810301,0,0,1,0,0,0,0
17031810400,0,0,1,0,0,0,0
17031810501,0,0,1,0,0,0,0
17031810502,0,0,1,0,0,0,0
17031810600,0,0,1,0,0,0,0
17031810701,0,0,1,0,0,0,0
17031810702,0,0,1,0,0,0,0
17031810800,0,0,1,0,0,0,0
17031810900,0,0,1,0,0,0,0
17031811100,0,0,1,0,0,0,0
17031811500,0,0,1,0,0,0,0
17031811900,0,0,1,0,0,0,0
17031812100,0,0,1,0,0,0,0
17031812200,0,0,1,0,0,0,0
17031812500,0,0,1,0,0,0,0
17031812600,0,0,1,0,0,0,0
17031813000,0,0,1,0,0,0,0
17031813100,0,0,1,0,0,0,0
17031813301,0,0,1,0,0,0,0
17031813302,0,0,1,0,0,0,0
17031813400,0,0,1,0,0,0,0
17031813500,0,0,1,0,0,0,0
17031813801,0,0,1,0,0,0,0
17031814200,0,0,1,0,0,0,0
17031820300,0,0,1,0,0,0,0
17031820400,0,0,1,0,0,0,0
17031820502,0,0,1,0,0,0,0
17031820700,0,0,1,0,0,0,0
17031820800,0,0,1,0,0,0,0
17031820901,0,0,1,0,0,0,0
17031820902,0,0,1,0,0,0,0
17031821102,0,0,1,0,0,0,0
17031821200,0,0,1,0,0,0,0
17031821401,0,0,1,0,0,0,0
17031821402,0,0,1,0,0,0,0
17031821500,0,0,1,0,0,0,0
17031821600,0,0,1,0,0,0,0
17031821700,0,0,1,0,0,0,0
17031821900,0,0,1,0,0,0,0
17031822000,0,0,1,0,0,0,0
17031822101,0,0,1,0,0,0,0
17031822701,0,0,1,0,0,0,0
17031822702,0,0,1,0,0,0,0
17031822802,0,0,1,0,0,0,0
17031823200,0,0,1,0,0,0,0
17031823303,0,0,1,0,0,0,0
17031823304,0,0,1,0,0,0,0
17031823400,0,0,1,0,0,0,0
17031823500,0,0,1,0,0,0,0
17031825700,0,0,1,0,0,0,0
17031825801,0,0,1,0,0,0,0
17031826401,0,0,1,0,0,0,0
17031826500,0,0,1,0,0,0,0
17031830500,0.18,0.07,0.72,0.02,0,0.01,0
17031830600,0.03,0.01,0.96,0,0,0,0
17031830700,0.34,0.26,0.25,0.03,0.1,0.02,0
17031830800,0,0,1,0,0,0,0
17031830900,0,0,1,0,0,0,0
17031831000,0,0,1,0,0,0,0
17031831100,0.03,0.02,0.95,0,0,0,0
17031831200,0.1,0.04,0.81,0.02,0.03,0,0
17031831300,0.02,0.02,0.94,0.01,0.01,0,0
17031831400,0.15,0.14,0.5,0.01,0.18,0.01,0.01
17031831500,0,0,1,0,0,0,0
17031831600,0.01,0,0.99,0,0,0,0
17031831700,0,0,1,0,0,0,0
17031831800,0,0,0.99,0,0.01,0,0
17031831900,0,0,1,0,0,0,0
17031832000,0,0,1,0,0,0,0
17031832100,0,0,1,0,0,0,0
17031832200,0,0,1,0,0,0,0
17031832300,0,0,1,0,0,0,0
17031832400,0.02,0,0.96,0,0.02,0,0
17031832500,0,0,1,0,0,0,0
17031832600,0,0,1,0,0,0,0
17031832900,0,0.01,0.99,0,0,0,0
17031833000,0,0,1,0,0,0,0
17031833100,0,0,0.99,0.01,0,0,0
17031833300,0,0,1,0,0,0,0
17031833900,0.2,0.11,0.56,0.02,0.11,0,0
17031834000,0.2,0.19,0.08,0.04,0.48,0.01,0
17031834200,0.4,0.25,0.1,0.03,0.2,0.01,0.01
17031834300,0.15,0.15,0.16,0.05,0.48,0,0.01
17031834400,0.25,0.27,0.43,0,0.05,0,0
17031834500,0.27,0.43,0.23,0.01,0.04,0.02,0
17031834600,0.37,0.24,0.03,0.02,0.3,0.04,0
17031834700,0.48,0.38,0,0.02,0.07,0.04,0.01
17031834800,0.35,0.16,0.18,0.03,0.27,0,0.01
17031834900,0.46,0.3,0.06,0.02,0.15,0.01,0
17031835000,0.49,0.2,0.1,0.03,0.15,0.02,0.01
17031835100,0.09,0.11,0.74,0.01,0.04,0.01,0
17031835200,0,0,1,0,0,0,0
17031835500,0.34,0.28,0.2,0.03,0.11,0.04,0
17031835600,0.19,0.05,0.62,0.01,0.12,0.01,0
17031835700,0,0,1,0,0,0,0
17031835800,0.06,0.05,0.76,0.01,0.12,0,0
17031835900,0.32,0.15,0.32,0.03,0.15,0.02,0.01
17031836000,0.02,0.06,0.89,0,0.02,0,0.01
17031836100,0.33,0.22,0.09,0.04,0.31,0,0.01
17031836200,0,0,1,0,0,0,0
17031836300,0,0,1,0,0,0,0
17031836400,0.04,0.06,0.86,0.01,0.03,0,0
17031836500,0.02,0.02,0.91,0.01,0.04,0,0
17031836600,0.31,0.28,0.23,0.01,0.16,0.01,0
17031836700,0.15,0.18,0.26,0.01,0.4,0,0
17031836800,0.08,0.17,0.02,0.02,0.68,0.01,0.02
17031836900,0.08,0.06,0.61,0,0.25,0,0
17031837000,0.1,0.15,0.71,0,0.04,0,0
17031837100,0.11,0.25,0.43,0.01,0.18,0.02,0
17031837300,0.14,0.1,0.11,0.01,0.64,0,0
17031837400,0.17,0.14,0.25,0.01,0.4,0.02,0.01
17031837800,0.21,0.27,0.37,0.01,0.09,0.04,0.01
17031838000,0.05,0.06,0.72,0,0.16,0.01,0
17031838100,0,0,0.99,0,0,0,0.01
17031838200,0,0,1,0,0,0,0
17031838300,0.05,0,0.94,0,0.01,0,0
17031838600,0.09,0.1,0.23,0.01,0.56,0.01,0
17031838700,0.08,0.13,0,0.06,0.67,0.04,0.02
17031838800,0.07,0.1,0.77,0,0.05,0.01,0
17031839000,0,0,1,0,0,0,0
17031839100,0,0,1,0,0,0,0
17031839200,0.06,0.03,0.91,0,0,0,0
17031839500,0,0,1,0,0,0,0
17031839600,0.28,0.28,0.37,0.02,0.04,0.01,0
17031839700,0,0,1,0,0,0,0
17031839800,0,0,1,0,0,0,0
17031839900,0,0,1,0,0,0,0
17031840000,0,0,1,0,0,0,0
17031840100,0,0,1,0,0,0,0
17031840200,0,0,1,0,0,0,0
17031840300,0.08,0.03,0.84,0,0.05,0,0
17031840400,0.01,0,0.99,0,0,0,0
17031840700,0.45,0.35,0.14,0.01,0.05,0,0
17031840800,0.07,0.06,0.85,0.01,0.01,0,0
17031841000,0,0,0.98,0,0.02,0,0
17031841100,0.02,0.06,0.89,0,0.02,0,0.01
17031841200,0.12,0.11,0.39,0.01,0.34,0.02,0.01
17031841300,0.06,0.06,0.85,0,0.03,0,0
17031841400,0.09,0.08,0.45,0.03,0.34,0.01,0
17031841500,0.23,0.27,0.14,0.02,0.3,0.03,0.01
17031841600,0,0.01,0.98,0,0,0.01,0
17031841700,0.1,0.06,0.79,0,0.05,0,0
17031841800,0.18,0.42,0.13,0.02,0.25,0,0
17031841900,0.01,0.01,0.93,0.02,0.03,0,0
17031842000,0,0,1,0,0,0,0
17031842100,0.35,0.44,0.1,0.01,0.07,0.02,0.01
17031842200,0.12,0.18,0.67,0,0.01,0.01,0.01
17031842300,0,0,0.99,0,0.01,0,0
17031842400,0.11,0.15,0.3,0,0.42,0.01,0.01
17031842500,0.25,0.24,0.3,0.02,0.18,0.01,0
17031842600,0.19,0.27,0.43,0.01,0.09,0.01,0
17031842800,0.12,0.07,0.57,0.01,0.23,0,0
17031842900,0.31,0.26,0.32,0.02,0.09,0,0
17031843000,0.13,0.14,0.02,0.05,0.62,0.03,0.01
17031843100,0.22,0.17,0.2,0.02,0.34,0.05,0
17031843200,0.24,0.1,0.61,0,0.04,0.01,0
17031843300,0.03,0.02,0.86,0,0.09,0,0
17031843400,0.12,0.08,0.26,0,0.53,0.01,0
17031843500,0,0.02,0.98,0,0,0,0
17031843600,0.08,0.07,0.81,0,0.03,0.01,0
17031843700,0,0.01,0.99,0,0,0,0
17031843800,0.17,0.12,0.67,0,0.03,0.01,0
17031843900,0.18,0.25,0.44,0,0.12,0.01,0
