GEOID,total,less_10,between_10-15,between_15-20,between20-25,between_25-30,between_30-35,between_35-40,between_40-45,between_45-50,between_50-60,between_60-75,between_75-100,between_100-125,between_125-150,between_150-200,over_200,capita,ln_capita
170318315001,813,34,68,27,20,26,34,36,61,0,122,136,57,130,38,18,6,25336,10.139981588218475
170318315002,364,68,9,10,0,0,0,21,40,7,16,31,56,44,62,0,0,20094,9.90817654202226
170318316001,467,90,25,0,21,0,49,0,21,18,63,41,56,25,58,0,0,14500,9.581903928408666
170318316002,355,11,0,0,0,0,46,71,63,53,10,0,34,21,46,0,0,20266,9.916699884008263
170318316003,293,11,0,22,41,23,16,9,0,0,50,19,92,0,0,10,0,22001,9.99884318585288
170318316004,569,41,105,52,22,89,12,59,22,17,12,0,35,18,24,27,34,28072,10.24252791726305
170318316005,340,0,19,20,22,0,0,30,63,0,12,11,113,50,0,0,0,17872,9.790990521308983
170318316006,382,64,0,11,0,20,48,31,0,43,64,11,73,0,0,0,17,35984,10.490829674199096
170318317001,761,57,27,60,43,25,33,32,44,24,55,81,86,43,29,88,34,25480,10.145649109686099
170318318001,360,32,0,0,0,0,14,50,0,29,54,1,55,50,53,22,0,28180,10.246367785452671
170318318002,238,0,0,0,12,19,24,14,0,0,1,0,62,0,34,45,27,33402,10.416371057411563
170318318003,522,85,32,21,43,32,67,0,14,27,27,43,32,28,15,55,1,21520,9.976738014275721
170318318004,437,28,0,32,37,21,39,0,15,36,20,1,85,40,34,49,0,21480,9.974877548622802
170318318005,469,44,0,9,114,0,0,22,14,0,21,50,53,90,0,52,0,28425,10.255024318618737
170318319001,639,6,0,9,10,0,0,8,21,36,16,39,126,81,47,67,173,72591,11.192596226186202
170318319002,614,11,42,0,20,0,18,34,37,8,38,66,80,29,31,41,159,76536,11.245516497358004
170318320001,842,27,15,9,38,10,8,27,16,38,31,85,135,99,107,103,94,57021,10.951174900018946
170318321001,918,135,62,78,34,37,28,38,12,23,65,88,39,123,47,31,78,52002,10.8590374583624
170318321002,400,22,0,9,8,8,0,39,16,20,22,7,73,62,57,15,42,46536,10.747981485590598
170318321003,439,61,0,18,12,8,16,8,25,23,49,60,73,22,17,6,41,46557,10.748432647339735
170318322001,364,0,20,0,21,30,20,10,11,57,10,11,58,29,20,37,30,40963,10.620424499218812
170318322002,898,70,38,18,11,28,10,0,9,49,62,92,54,91,57,124,185,66063,11.098364111174302
170318322003,291,7,8,0,14,0,0,0,0,10,47,28,31,12,101,0,33,55628,10.926441950598502
170318323001,879,37,11,24,22,19,18,11,17,21,43,82,111,120,66,111,166,58454,10.97599539911813
170318324001,735,33,21,46,0,26,11,10,30,0,32,53,114,105,45,130,79,44144,10.695212296457067
170318324002,492,13,15,0,10,45,0,25,19,17,69,18,47,37,4,78,95,49196,10.803567598362301
170318325001,597,116,44,24,0,46,0,0,12,12,21,13,32,72,36,69,100,54680,10.909253290837885
170318325002,733,54,25,20,13,8,18,28,13,4,33,47,45,51,61,86,227,53974,10.896257728115502
170316708001,146,32,18,9,0,0,13,6,0,9,32,10,4,13,0,0,0,14801,9.60245002503719
170316708002,384,79,64,47,33,49,12,17,5,0,21,14,10,0,33,0,0,12635,9.444226019822295
170316709001,169,24,6,8,25,21,6,7,5,4,13,13,37,0,0,0,0,15786,9.666878750268348
170316709002,311,48,35,31,16,21,0,48,21,11,4,7,64,5,0,0,0,12519,9.435002769259663
170316711001,313,51,53,27,11,16,47,17,22,9,18,31,6,5,0,0,0,8034,8.991437814919227
170316712001,178,56,19,23,26,12,0,14,0,6,10,7,0,0,0,0,5,17233,9.754581429281577
170316712002,119,28,11,15,0,18,11,5,7,0,3,21,0,0,0,0,0,9262,9.133675287040697
170316713001,233,26,0,36,10,22,5,18,4,21,12,36,4,39,0,0,0,12844,9.460632055209405
170316713002,133,5,5,15,12,0,32,4,8,0,18,20,11,3,0,0,0,15683,9.660332602134424
170316713003,220,33,24,20,42,0,30,0,26,11,0,0,34,0,0,0,0,12659,9.446123703636829
170316714001,336,71,13,28,66,5,14,37,12,15,12,45,11,7,0,0,0,12224,9.411156511406302
170316714002,205,23,30,11,25,27,27,29,0,1,11,0,8,5,0,8,0,10626,9.271059107010888
170316715001,254,54,27,33,34,10,0,47,15,0,11,6,17,0,0,0,0,10422,9.25167423546916
170316715002,388,31,68,46,14,49,22,10,51,22,34,25,11,5,0,0,0,10611,9.269646477873591
170316715003,263,42,54,15,32,24,8,4,19,15,8,8,31,3,0,0,0,12662,9.446360661104071
170316716001,350,46,43,64,69,36,22,14,22,0,0,22,0,12,0,0,0,10808,9.288041879640035
170316716002,220,33,24,24,0,49,11,34,13,0,17,9,6,0,0,0,0,14612,9.589598387915172
170316716003,129,0,18,34,0,0,4,25,0,0,0,25,18,5,0,0,0,15281,9.634365505605258
170316718001,356,57,20,17,37,30,12,12,7,14,40,35,32,16,11,6,10,24647,10.112410468210365
170316719001,319,71,5,34,18,4,10,16,22,16,23,49,22,0,20,9,0,14109,9.554568170613157
170316720001,334,17,16,28,43,0,29,7,20,18,50,76,30,0,0,0,0,12046,9.396487933603666
170316720002,245,0,12,22,26,0,18,24,83,0,33,14,13,0,0,0,0,17840,9.789198406134
170316720003,422,84,0,102,12,23,18,57,27,10,0,12,11,0,24,42,0,14349,9.571435532348406
170316720004,148,15,0,10,7,0,20,0,7,0,31,9,13,0,15,9,12,25496,10.146276856097172
170316805001,123,23,0,17,40,0,0,5,7,8,10,0,0,13,0,0,0,12159,9.405824915296419
170316805002,285,54,37,50,52,12,10,14,0,0,30,10,16,0,0,0,0,7339,8.900957872545062
170316806001,122,27,14,0,0,0,15,0,9,30,9,6,0,6,6,0,0,8828,9.085683767376628
170316806002,299,63,5,27,59,63,20,0,5,0,29,11,15,0,2,0,0,8653,9.06566136060674
170316809001,441,187,85,52,39,16,13,8,20,9,0,4,0,8,0,0,0,11920,9.385972940619341
170316809002,329,161,91,13,19,12,7,8,0,0,0,0,18,0,0,0,0,11013,9.306831672164943
170316809003,337,54,43,90,29,41,7,0,5,10,8,29,8,0,13,0,0,13581,9.516427036104067
170316809004,413,64,62,0,76,61,71,38,0,27,7,7,0,0,0,0,0,9974,9.2077369861060685
170316810001,183,67,31,0,10,0,0,42,0,0,0,0,20,3,0,0,10,25245,10.136383395293016
170316810002,214,32,21,59,0,30,0,0,0,32,0,0,10,21,0,0,9,18852,9.844374288043621
170316810003,176,58,19,32,0,0,0,0,0,0,17,0,0,40,0,0,10,21042,9.954275719368233
170316810004,678,253,138,76,19,16,57,25,0,0,68,0,0,0,17,9,0,11004,9.306014122044465
170316811001,252,53,67,46,32,0,0,0,27,18,0,0,9,0,0,0,0,6263,8.742414582525413
170316811002,225,66,0,0,47,12,8,0,0,0,17,0,46,0,11,18,0,15657,9.658673380311523
170316811003,204,80,43,30,0,8,17,0,0,5,0,0,0,21,0,0,0,9105,9.116578992161708
170316811004,150,37,41,0,14,0,21,0,0,0,18,19,0,0,0,0,0,8885,9.092119740588751
170316811005,192,41,47,12,20,0,33,17,0,13,0,9,0,0,0,0,0,8751,9.076923258535832
170316812001,113,19,17,17,13,0,9,0,13,15,0,10,0,0,0,0,0,9132,9.119540007649686
170316812002,271,90,12,35,18,25,17,12,0,6,11,5,5,27,8,0,0,11692,9.366660126231137
170316812003,311,87,39,22,16,32,0,8,0,22,44,5,25,0,11,0,0,12399,9.425371103179842
170318048091,491,8,12,0,0,0,6,0,7,0,57,42,68,58,70,94,69,45622,10.728145335298285
170318048092,608,0,24,19,5,8,18,0,13,8,61,22,113,92,47,117,61,39609,10.58681164414731
170318048093,350,5,0,12,7,0,5,28,8,6,27,39,96,74,15,21,7,33349,10.414783065886715
170318048101,459,12,0,27,9,62,59,0,12,0,47,51,78,48,54,0,0,30795,10.335107618121144
170318048102,432,0,0,0,0,0,12,0,11,28,0,42,35,92,84,56,72,43782,10.686978052993675
170318048103,960,38,43,74,0,34,24,66,40,33,42,68,237,116,48,16,81,29005,10.275223507900165
170318048104,645,60,0,27,37,65,22,30,37,40,50,47,174,13,0,43,0,18812,9.842250243064939
170318049011,686,13,18,0,17,34,19,52,15,0,38,62,186,58,10,84,80,50534,10.830401656047414
170318049012,288,0,0,0,15,0,13,0,0,16,0,29,0,69,63,38,45,49392,10.80754374674194
170318049013,525,14,0,33,17,0,12,81,14,0,75,88,117,12,28,25,9,34582,10.451088594464734
170318049014,321,19,0,0,0,57,31,0,0,0,11,57,73,14,11,41,7,33016,10.404747571432418
170318049015,386,0,0,16,19,14,0,16,0,0,16,68,57,12,104,43,21,41746,10.639358917305852
170318049016,257,0,16,14,18,0,0,0,0,15,29,13,30,36,0,20,66,50793,10.83551382879634
170318049021,529,20,14,0,16,19,20,0,39,0,27,58,144,53,12,67,40,34243,10.441237443239979
170318049022,397,40,0,0,0,0,0,0,14,21,18,14,144,46,53,12,35,29221,10.282642907853932
170318049023,265,0,30,16,0,0,0,32,0,19,44,33,21,26,0,33,11,23145,10.04953405346537
170318049024,458,8,0,0,32,36,0,19,19,19,36,23,14,107,19,72,54,40646,10.612655709150252
170318049025,266,47,0,0,0,0,0,10,0,17,20,0,72,22,50,28,0,27904,10.236525326708707
170318050011,392,6,13,38,0,24,23,6,6,7,19,65,65,46,18,38,18,38919,10.569237842239122
170318050012,391,7,6,8,40,7,15,0,12,26,5,11,52,40,22,52,88,55176,10.918283355111127
170318050013,537,15,6,0,0,0,4,20,19,13,47,21,78,72,81,32,129,52562,10.869748704184923
170318050014,416,14,18,0,30,8,7,20,34,9,10,15,67,61,28,25,70,41079,10.623252321000344
170318050021,737,9,35,15,0,72,57,23,7,18,85,88,65,76,102,50,35,27234,10.21222147168452
170318050022,1059,136,66,43,83,75,173,51,0,12,129,110,97,68,0,0,16,27973,10.23899503822049
170318050023,358,13,0,34,0,8,21,0,34,24,68,12,29,73,16,11,15,35219,10.469340988688563
170318050024,280,0,14,49,46,0,14,0,11,0,9,32,32,56,15,0,2,19129,9.858960787152654
170318050025,303,0,0,15,0,14,0,90,13,0,105,30,23,13,0,0,0,19218,9.863602618837213
170318051051,629,0,0,58,26,81,41,79,24,0,31,30,99,102,11,47,0,17305,9.758750756069444
170318051052,545,21,34,0,17,0,0,30,15,14,106,97,103,89,0,19,0,30326,10.319760709360885
170318051053,833,18,46,100,0,23,15,0,63,0,95,145,153,102,55,0,18,28614,10.26165138752628
170318051054,509,13,135,22,0,38,35,47,16,12,14,0,39,29,90,19,0,24542,10.108141214536493
170318051061,657,41,8,8,33,56,9,16,56,45,41,122,107,31,41,25,18,35474,10.476555312765532
170318051062,620,18,10,8,27,0,9,10,18,27,34,88,91,101,37,51,91,41807,10.640819068607131
170318051071,945,67,10,14,15,149,94,73,17,32,148,34,229,0,0,33,30,29582,10.294921347231316
170318051072,663,16,53,74,0,49,17,0,42,71,87,88,78,56,18,14,0,33029,10.405141242419408
170318051073,523,76,14,51,33,12,0,15,62,35,15,14,120,22,38,16,0,28225,10.247963389017864
170318051074,766,45,26,50,23,87,113,37,36,40,57,117,108,13,0,0,14,17415,9.765087182800102
170318051075,196,14,0,18,0,45,0,0,0,0,16,17,18,0,46,22,0,37030,10.519483673907658
170318051081,957,10,43,65,89,35,103,63,97,60,86,121,41,90,22,19,13,22265,10.010771217755803
170318051082,780,10,42,0,19,11,26,22,50,73,77,107,123,39,75,85,21,33848,10.429635192399903
170318051083,253,0,0,0,28,12,0,23,56,0,35,26,21,0,27,9,16,30637,10.329963707833757
170318051084,371,10,16,0,9,48,0,13,72,44,0,64,58,26,0,11,0,28019,10.24063813046042
170318051091,485,0,9,26,0,32,10,30,9,35,63,57,84,40,18,8,64,32665,10.39405944727485
170318193001,220,0,6,0,7,0,24,6,0,14,18,32,33,9,11,40,20,34119,10.437609692852554
170318193002,473,5,0,30,0,0,15,16,23,28,31,46,110,44,62,23,40,32280,10.382203122383885
170318193003,261,16,39,5,25,0,17,38,0,7,0,49,18,12,17,9,9,24523,10.107366731668879
170318194001,395,78,0,18,0,15,44,0,0,0,6,62,90,7,0,75,0,27542,10.223467391287071
170318194002,563,0,95,25,29,35,40,47,17,16,12,0,38,114,41,0,54,28111,10.243916237796457
170318194003,260,0,0,25,0,0,8,0,0,18,34,0,28,37,28,82,0,39663,10.588174042178206
170318194004,383,11,17,16,0,0,13,0,36,0,36,26,93,41,33,38,23,28019,10.24063813046042
170318194005,301,0,0,14,37,15,19,13,10,19,0,29,81,50,0,0,14,33214,10.4107267527667
170318195001,306,14,0,24,6,9,0,0,0,0,20,23,61,51,25,38,35,61625,11.02882291134499
170318195002,328,36,0,8,27,8,9,0,16,24,20,34,30,26,18,62,10,52035,10.85967184807196
170318195003,424,9,14,26,16,16,20,6,25,33,23,80,42,68,22,6,18,36010,10.49155195664292
170318195004,322,8,73,0,34,0,0,23,0,0,9,9,87,33,32,0,14,22661,10.028400664234924
170318196001,261,7,8,0,0,0,0,0,12,0,14,7,26,16,7,75,89,62385,11.041080140845121
170318196002,314,0,7,7,0,0,0,15,0,0,0,0,30,38,15,68,134,65655,11.092169038293106
170318196003,373,14,0,7,7,7,7,0,8,5,15,52,62,39,62,38,50,45214,10.719162052375765
170318196004,293,7,0,15,6,0,0,0,7,7,7,23,58,29,41,18,75,41942,10.644042990491064
170318197001,350,12,0,0,0,18,0,0,0,9,30,9,26,23,56,70,97,52768,10.873660225359325
170318197002,733,26,11,18,0,0,0,6,8,16,49,79,63,30,28,192,207,56792,10.947150749719222
170318197003,471,0,0,0,9,19,7,6,9,20,15,15,17,24,24,132,174,64115,11.068433624893217
170318197004,318,0,11,0,0,9,7,0,0,9,10,15,0,29,29,27,172,68542,11.135201975043723
170318198011,312,0,0,0,0,0,0,0,8,0,17,0,72,40,32,26,117,57632,10.961833247975683
170318198012,341,0,0,0,7,0,0,0,9,22,19,0,20,43,54,25,142,68171,11.12977453345857
170318198013,501,12,8,0,0,26,0,8,9,9,15,39,53,75,23,35,189,58761,10.981233648522853
170318198014,231,0,0,8,8,15,0,10,0,0,0,11,9,11,9,34,116,79041,11.277721984163579
170318198015,379,0,8,7,8,0,0,0,0,0,0,30,20,72,22,53,159,93973,11.450762785949989
170318198021,439,17,5,0,7,5,12,10,5,10,10,19,52,72,38,47,130,58356,10.974317460191786
170318198022,514,22,14,4,17,5,0,9,0,0,11,54,81,51,44,64,138,66408,11.103572810134871
170318199001,339,0,0,0,21,0,10,10,0,9,10,18,18,7,36,39,161,74601,11.219909190927746
170318199002,540,0,0,0,19,9,11,0,7,10,36,50,47,69,18,109,155,65617,11.09159008770103
170318199003,281,0,8,0,0,9,10,0,0,0,19,10,24,10,37,31,123,68692,11.137388023103753
170318200001,316,0,3,5,20,7,7,0,0,5,6,39,57,18,20,22,107,52513,10.868816036974797
170318200002,365,0,0,0,7,3,0,0,9,0,7,18,12,39,23,35,212,112816,11.633513451958821
170318201011,296,0,12,30,24,43,38,0,14,0,14,11,36,11,14,12,37,35269,10.470759670120469
170318201012,386,12,0,0,50,12,0,0,25,0,0,25,0,26,9,111,116,57732,10.963566891487455
170318201013,190,15,0,0,14,13,13,0,14,0,11,36,0,10,35,0,29,39567,10.585750716493994
170318201014,344,0,0,15,0,15,11,0,30,16,14,14,0,0,46,136,47,80562,11.296782353300763
170318201015,400,0,0,0,0,0,0,0,0,0,39,12,55,13,59,102,120,81934,11.31366932410936
170318201016,650,11,0,24,76,81,0,34,47,0,103,67,67,55,24,11,50,45202,10.71889661262903
170318201017,523,13,0,12,20,0,0,34,10,11,27,0,149,77,23,86,61,49847,10.816713593037438
170318201031,230,8,8,0,0,0,9,0,9,32,17,17,47,42,8,18,15,36077,10.493410822160769
170318201032,350,50,0,36,18,45,18,51,0,24,30,0,34,16,15,13,0,18244,9.81159153783159
170318201033,485,21,0,16,22,19,50,28,0,78,57,34,68,32,15,33,12,22566,10.024199627698392
170318201034,357,0,9,0,49,0,23,15,9,16,23,22,30,30,23,8,100,55429,10.922858201478968
170316812004,126,38,6,6,0,8,25,5,0,0,27,0,0,11,0,0,0,10542,9.263122557415151
170316813001,288,72,28,56,21,29,20,8,0,5,19,12,14,0,4,0,0,12828,9.459385560813045
170316813002,271,77,17,21,32,15,6,0,37,16,16,11,23,0,0,0,0,11460,9.346617990268731
170316813003,203,44,8,18,30,0,33,16,3,12,0,28,11,0,0,0,0,10382,9.247828816387175
170316814001,132,10,33,18,0,0,14,0,0,0,15,0,38,0,4,0,0,23111,10.048063973643371
170316814002,246,16,5,48,13,60,0,25,36,0,30,0,0,0,13,0,0,11894,9.38378935026654
170316814003,260,60,26,10,11,0,5,27,7,74,16,17,7,0,0,0,0,11741,9.370842268630211
170316814004,272,31,77,0,6,0,0,46,15,18,29,38,12,0,0,0,0,16025,9.68190528178887
170316903001,186,42,23,29,12,20,0,10,9,0,0,17,17,0,0,0,7,15516,9.649627028559857
170316903002,536,141,76,59,22,40,46,11,30,7,19,29,25,31,0,0,0,10096,9.219894584780995
170316904001,341,64,27,52,20,30,31,22,24,0,0,24,20,0,9,0,18,21501,9.975854724662028
170316904002,377,32,20,88,0,35,0,14,34,31,24,66,17,8,0,8,0,18484,9.824660771990157
170316904003,423,39,28,50,80,82,0,14,19,8,20,40,43,0,0,0,0,16755,9.726452000171411
170316904004,256,68,0,40,46,19,7,27,18,3,0,0,11,0,0,17,0,13671,9.523032079931992
170316905001,314,46,36,10,28,38,9,43,15,10,0,21,28,13,5,8,4,23452,10.062711058084105
170316909001,240,55,8,0,67,0,33,0,34,0,17,8,11,0,0,0,7,11768,9.373139262281274
170316909002,179,5,12,0,48,13,0,11,0,28,8,10,23,21,0,0,0,15245,9.632006859422356
170316909003,329,68,9,47,27,0,36,49,0,24,0,20,38,0,6,5,0,16343,9.701554950093058
170316909004,370,52,0,14,0,68,24,0,18,28,8,88,32,0,31,7,0,20035,9.905236023070245
170316909005,571,59,71,63,10,30,41,0,36,0,110,84,57,10,0,0,0,19844,9.89565697342094
170316910001,385,25,34,7,10,34,28,10,0,9,10,94,67,35,9,8,5,25343,10.140257836764995
170316910002,253,46,25,0,10,0,17,0,28,0,25,18,33,15,17,0,19,27352,10.216544931319138
170316910003,191,37,42,0,29,0,0,0,20,9,6,21,11,16,0,0,0,18139,9.805819595357969
170316910004,207,34,0,0,38,0,0,0,0,9,19,12,57,19,8,11,0,33155,10.408948813802969
170316911001,264,31,17,72,0,0,14,0,30,0,0,32,33,0,15,20,0,22247,10.009962447043133
170316911002,251,39,102,0,0,19,37,0,20,9,0,16,9,0,0,0,0,7880,8.972083182851925
170316911003,245,67,36,27,0,24,12,0,13,21,19,22,4,0,0,0,0,10054,9.215725844252521
170316911004,396,149,16,17,51,14,24,20,7,26,0,19,42,0,0,0,11,17545,9.772524288017316
170316912001,468,71,49,30,86,59,46,65,0,16,0,23,23,0,0,0,0,7914,8.97638862194537
170316912002,333,35,17,17,39,23,22,27,16,16,21,39,61,0,0,0,0,24212,10.094603657011579
170316912003,310,39,40,8,34,58,0,0,0,0,18,35,78,0,0,0,0,16004,9.680593969977126
170316913001,424,96,16,14,27,28,0,19,31,35,38,43,30,31,7,0,9,15723,9.662879887470275
170316913002,540,122,7,40,53,18,53,3,5,16,78,64,11,28,13,20,9,21028,9.953610161939338
170316914001,293,29,40,58,18,38,37,7,0,0,30,36,0,0,0,0,0,14668,9.593423529191217
170316914002,211,63,11,17,10,22,0,29,7,9,0,20,9,0,14,0,0,22156,10.005863619152995
170316914003,167,12,18,26,21,17,17,16,8,0,0,26,0,6,0,0,0,13487,9.509481537516857
170316914004,328,46,54,49,21,29,18,21,26,9,34,9,8,0,0,0,4,15134,9.624699147254466
170316914005,273,45,16,20,55,13,0,13,8,0,34,7,52,0,0,10,0,17154,9.749986661550366
170316915001,240,104,26,5,14,5,9,0,12,19,12,16,3,15,0,0,0,14025,9.548596730390898
170316915002,317,22,8,84,40,0,37,20,0,26,11,3,24,13,12,17,0,16745,9.725854985228304
170316915003,233,53,48,9,35,0,0,13,0,12,9,37,11,6,0,0,0,13439,9.505916206547065
170317001001,661,65,39,31,13,0,7,7,0,28,75,97,40,114,45,85,15,25209,10.134956352596328
170317001002,385,0,22,13,0,0,81,26,0,0,47,28,81,43,44,0,0,24449,10.104344594271097
170317002001,453,0,0,0,18,59,0,0,20,68,36,53,85,70,0,35,9,21086,9.956364592136895
170318051092,645,19,0,21,20,9,9,21,10,0,20,44,140,119,50,55,108,44985,10.714084379851219
170318051093,506,119,10,31,16,18,40,10,0,34,10,72,52,25,34,29,6,25967,10.164581780078812
170318051101,1009,50,16,17,28,95,51,24,28,37,78,134,171,86,65,106,23,35267,10.4707029614894
170318051102,498,27,30,8,20,35,16,17,19,27,80,26,64,0,56,41,32,45437,10.724082030088782
170318051103,276,11,21,14,36,0,22,21,0,0,18,26,28,9,13,57,0,31739,10.36530148759794
170318051104,221,7,0,8,8,0,26,9,9,0,13,17,49,62,13,0,0,32235,10.38080809774472
170318051111,373,0,0,15,0,49,0,14,0,43,15,4,133,38,11,29,22,26745,10.19410281896535
170318051112,241,0,0,15,0,0,7,0,0,0,60,12,42,44,39,0,22,35798,10.485647304906445
170318051113,975,14,28,31,93,104,27,39,12,50,173,200,81,54,35,12,22,26916,10.200476184308208
170318051114,335,0,0,45,53,0,83,49,0,0,30,15,48,0,12,0,0,12555,9.437874271591685
170318051115,333,0,0,0,43,43,44,59,63,0,0,0,37,0,44,0,0,23553,10.067008479866365
170318051116,492,0,13,0,10,30,0,0,40,0,150,13,195,41,0,0,0,26793,10.195895938351995
170318051121,738,90,48,97,49,14,48,30,16,26,79,104,80,35,12,10,0,22549,10.023445998049512
170318051122,586,19,6,0,12,44,9,29,50,30,75,62,84,45,29,85,7,29133,10.279626831262464
170318052011,297,8,0,0,8,16,0,15,0,16,43,22,38,32,35,26,38,46880,10.755346424250893
170318052012,306,6,26,8,15,0,9,10,10,7,15,15,23,55,7,70,30,46647,10.750363895525926
170318052013,492,0,8,8,16,32,25,25,7,15,60,17,30,80,57,76,36,27209,10.211303079907536
170318052021,267,44,0,0,0,25,0,16,0,9,14,0,15,29,14,49,52,39936,10.5950334517291
170318052022,270,0,9,0,14,0,8,9,0,10,0,18,38,31,38,53,42,43362,10.677338760511036
170318052023,474,9,0,38,17,25,6,18,0,16,8,55,68,76,81,33,24,38252,10.551951125469433
170318052024,544,44,0,0,9,11,14,49,15,19,61,66,137,29,39,19,32,37108,10.521587858773161
170318053011,367,40,23,40,8,0,9,9,0,0,39,20,63,54,22,18,22,30837,10.336470546681031
170318053012,499,0,17,16,41,8,13,14,21,0,10,66,135,76,34,18,30,33624,10.422995376684952
170318053013,343,65,0,0,9,35,63,44,15,0,29,54,0,0,24,0,5,16944,9.737669067841187
170318053021,310,9,10,0,17,0,0,18,0,0,18,43,49,32,26,39,49,31885,10.369890958749371
170318053022,485,0,28,36,32,11,28,9,0,28,24,51,81,49,24,58,26,35159,10.467635909983954
170318053023,446,16,19,0,20,0,15,34,8,26,32,50,100,34,55,28,9,28792,10.267852849758867
170318054011,528,69,0,0,14,20,17,28,0,21,32,31,131,55,51,31,28,30367,10.321111771468102
170318054012,476,20,36,9,18,0,10,18,91,17,15,45,70,62,0,45,20,34294,10.442725690738797
170318054013,364,20,8,8,0,7,40,17,0,19,31,10,26,50,51,22,55,35904,10.488603988882367
170318054021,309,29,0,14,29,10,48,13,9,0,15,28,65,36,0,13,0,21748,9.98727707826581
170318054022,389,46,0,20,28,0,14,29,0,0,50,42,89,19,26,15,11,22215,10.00852301537001
170318054023,263,14,28,14,0,0,0,15,15,0,9,11,15,48,48,46,0,38487,10.55807580091745
170318054024,470,52,0,28,9,5,27,43,14,26,47,61,36,66,20,27,9,27268,10.213469132482675
170318054025,323,0,39,0,0,22,51,0,13,0,95,26,18,15,0,44,0,30787,10.33484780193963
170318055011,520,8,9,54,9,8,18,0,23,7,29,56,29,51,43,62,114,71864,11.182530722909043
170318055012,584,7,9,16,43,24,0,42,16,34,53,41,42,93,78,53,33,33671,10.424392211743783
170318055013,399,7,0,14,0,7,0,0,22,37,9,34,58,85,23,52,51,51195,10.843397150008917
170318055021,416,0,0,19,44,13,0,0,22,6,15,39,8,46,9,53,142,69871,11.154405963738338
170318055022,264,0,0,0,6,0,0,0,8,0,14,8,18,24,40,45,101,58040,10.968887706998125
170318055023,375,0,11,5,0,10,26,13,9,5,22,25,41,30,40,47,91,54152,10.899550186188444
170318055024,356,41,0,0,19,0,30,34,0,0,6,40,32,29,23,27,75,64650,11.076743384200004
170318056001,406,0,20,28,1,9,9,0,19,0,0,20,9,42,22,87,140,57907,10.966593554353674
170318201041,451,23,111,8,40,50,43,10,10,14,26,46,30,18,22,0,0,16974,9.739438040529622
170318201042,420,0,11,24,9,0,16,40,0,9,20,58,68,69,10,19,67,59878,11.000064437842168
170318201043,361,0,24,9,26,8,7,3,0,1,40,14,106,9,18,73,23,39707,10.589282773550448
170318201044,440,17,7,27,21,10,8,70,51,27,15,16,37,82,5,20,27,32166,10.378665273055592
170318202011,849,61,44,60,12,161,84,36,14,60,40,26,102,22,46,81,0,31593,10.360690856048707
170318202012,1206,33,44,51,30,0,0,18,65,0,15,171,181,191,62,81,264,78838,11.2751503931113
170318202013,425,11,0,0,13,0,0,0,0,0,13,28,54,24,47,51,184,69913,11.15500689090116
170318202014,939,15,12,12,0,72,13,11,0,29,15,57,105,57,165,94,282,56237,10.937330182245267
170318202021,634,26,19,33,24,25,37,65,35,42,99,76,48,65,21,17,2,20209,9.913883328718248
170318202022,386,5,20,22,45,43,10,18,3,16,57,35,8,62,0,33,9,32731,10.396077920037964
170318202023,258,5,9,43,9,24,24,8,0,22,12,19,44,16,6,0,17,29892,10.30534616505018
170318203001,475,10,10,11,37,43,44,49,10,55,31,89,33,17,17,19,0,16823,9.730502276719161
170318203002,326,16,8,51,22,0,47,10,43,0,25,22,74,8,0,0,0,16222,9.69412362463029
170318203003,298,7,0,0,0,32,50,19,24,0,32,41,16,44,0,7,26,23725,10.074284623478128
170318203004,458,11,36,7,17,22,9,56,32,10,63,70,84,12,9,0,20,18435,9.822006310668245
170318204001,340,36,18,0,15,39,64,36,0,27,21,16,7,61,0,0,0,13038,9.475623449484484
170318204002,526,33,17,0,31,7,37,17,56,9,74,102,62,22,22,0,37,17492,9.76949891253281
170318204003,709,51,75,25,72,34,27,37,45,47,50,61,98,53,7,21,6,15289,9.634888894560614
170318205011,301,9,13,22,0,26,72,6,20,9,10,30,43,20,4,15,2,24946,10.124468767685654
170318205012,396,81,0,14,0,15,13,17,0,0,16,16,17,45,34,59,69,36282,10.499077029501269
170318205013,341,0,17,37,0,12,15,14,29,0,31,89,19,11,44,23,0,24531,10.107692902830086
170318205014,476,0,17,15,34,40,38,0,19,11,17,128,87,26,0,44,0,21893,9.993922230007335
170318205015,561,0,14,0,15,0,0,0,102,32,66,153,25,61,17,76,0,24482,10.105693432635459
170318205021,450,9,28,33,9,0,7,0,0,8,91,38,105,65,21,27,9,27910,10.236740326530368
170318205022,467,0,12,28,97,8,13,20,8,33,87,41,55,29,11,18,7,24351,10.100328195429285
170318205023,514,28,21,16,47,82,65,29,11,0,41,22,80,15,7,17,33,29370,10.287729024192666
170318205024,267,8,45,9,20,16,7,0,10,0,41,58,16,0,28,9,0,16471,9.709356537782675
170318206031,404,8,9,72,0,35,8,24,56,40,23,15,88,26,0,0,0,15374,9.640433049909078
170318206032,725,31,85,24,18,33,41,21,103,21,85,51,136,38,7,10,21,19664,9.886544831805816
170318206033,595,0,17,23,0,14,54,51,15,47,41,54,60,94,32,64,29,34001,10.434145214930487
170318206041,1028,101,92,47,154,41,55,80,35,53,103,58,147,0,40,15,7,15413,9.64296658814672
170318206042,307,19,11,0,7,77,0,13,6,29,33,47,37,0,20,8,0,19018,9.85314117809939
