GEOID,total.x,less_10,between_10-15,between_15-20,between20-25,between_25-30,between_30-35,between_35-40,between_40-45,between_45-50,between_50-60,between_60-75,between_75-100,between_100-125,between_125-150,between_150-200,over_200,capita,ln_capita,population,total.y,black,latino,percentage.black,percentage.latino
17031070200,2203,155,85,20,103,54,121,94,38,10,187,286,261,158,245,160,226,55979,10.932731899387203,3989,3989,150,25,0.0376034093757834,0.006267234895963901
17031070300,1542,134,21,58,25,19,17,28,8,8,110,233,148,257,151,112,213,58941,10.984292222554274,3458,3458,76,290,0.02197802197802198,0.08386350491613649
17031070400,1670,164,71,57,82,28,10,54,15,71,39,81,129,95,123,206,445,80729,11.298853145343433,3435,3435,291,202,0.08471615720524017,0.05880640465793304
17031070500,1241,79,17,39,15,38,49,7,78,0,35,75,170,64,46,136,393,67437,11.11894910770053,3382,3382,127,90,0.037551744529863984,0.026611472501478415
17031070600,1294,11,55,13,8,0,43,11,13,14,86,90,140,152,34,132,492,99788,11.510803214589128,3053,3053,7,165,0.0022928267278087126,0.05404520144120537
17031070700,1293,215,0,62,20,24,33,83,39,33,37,72,61,123,131,162,198,59851,10.999613419284296,2677,2677,420,186,0.15689204333208817,0.06948076204706762
17031071000,1175,87,25,8,0,9,20,32,21,14,20,70,141,162,130,89,347,34201,10.440010162389305,6318,6318,145,572,0.022950300728078507,0.09053497942386832
17031071100,1222,157,7,23,6,25,42,9,38,30,85,231,31,56,55,130,297,72979,11.197927007512344,3024,3024,56,133,0.018518518518518517,0.04398148148148148
17031071200,1110,67,69,23,13,13,17,23,0,45,42,213,195,65,103,49,173,87198,11.375936673854225,2130,2130,166,27,0.07793427230046948,0.01267605633802817
17031071300,2208,226,102,94,49,17,13,30,58,33,211,130,198,322,123,103,499,85397,11.35506625035401,3964,3964,91,32,0.022956609485368314,0.008072653884964682
17031071400,2993,161,116,78,28,49,120,156,169,243,199,205,310,359,108,285,407,73112,11.199747790952038,5128,5128,194,398,0.03783151326053042,0.07761310452418096
17031071500,3737,210,63,164,49,99,140,69,72,129,351,442,516,370,213,356,494,84353,11.342765653435313,5408,5408,553,125,0.10225591715976332,0.023113905325443787
17031071600,868,54,50,16,0,0,45,0,0,0,25,32,71,82,72,81,340,77120,11.253117929284427,2160,2160,74,114,0.03425925925925926,0.05277777777777778
17031071700,849,28,0,0,0,0,38,7,0,62,59,62,66,98,60,109,260,87266,11.376716204341243,1853,1853,217,125,0.11710739341608203,0.06745817593092283
17031071800,1293,65,75,22,41,6,101,24,19,13,48,12,145,135,130,143,314,82471,11.320201995375324,3134,3134,478,48,0.1525207402680281,0.015315890236119975
17031080100,4170,343,86,55,55,92,154,151,154,178,238,429,503,254,183,326,969,122584,11.716551788258013,6181,6181,116,73,0.018767189775117293,0.011810386668823815
17031080300,2879,225,96,54,65,25,35,27,41,114,178,315,483,212,204,297,508,89830,11.405674274223252,4639,4639,294,337,0.06337572752748437,0.07264496658762665
17031080400,2051,444,424,56,41,73,82,40,34,14,92,151,157,75,166,60,142,27105,10.207473491694438,4981,4981,3144,333,0.631198554507127,0.06685404537241518
17031081000,4433,929,353,115,199,214,273,237,132,155,323,256,381,318,146,192,210,38221,10.551140381763863,7742,7742,922,355,0.1190906742443813,0.0458537845517954
17031081100,2680,589,45,184,35,13,34,206,145,85,229,274,274,84,109,155,219,67532,11.120356838597084,3453,3453,558,144,0.16159860990443092,0.04170286707211121
17031081300,3654,238,195,53,45,138,136,134,27,91,172,485,302,320,132,241,945,118644,11.683882691685133,5390,5390,144,134,0.02671614100185529,0.024860853432282004
17031081500,2825,203,40,102,57,27,28,119,41,128,244,159,505,257,152,129,634,116558,11.666144282176921,4017,4017,147,231,0.03659447348767737,0.05750560119492158
17031081600,2462,231,8,35,31,57,55,34,59,44,77,385,455,401,115,154,321,81346,11.30646694118629,3779,3779,173,313,0.04577930669489283,0.08282614448266737
17031081700,1683,135,46,41,85,20,25,65,104,37,73,123,188,204,192,188,157,79457,11.282971273810652,2613,2613,420,166,0.16073478760045926,0.06352851128970533
17031081800,3576,136,28,30,25,11,31,59,22,136,130,436,546,435,307,495,749,101036,11.523232167958868,5531,5531,153,192,0.027662267221117337,0.0347134333755198
17031081900,516,86,41,35,34,0,42,22,23,0,0,22,76,35,31,5,64,41962,10.644519725816647,1444,1444,975,63,0.675207756232687,0.04362880886426593
17031090100,1406,42,49,57,35,68,24,34,31,9,105,152,274,128,136,201,61,36832,10.514122311521609,3623,3623,0,196,0,0.05409881313828319
17031090200,2978,73,112,83,173,97,70,10,233,111,328,133,616,336,217,184,202,40055,10.598008788649217,6452,6452,0,207,0,0.03208307501549907
17031090300,608,8,0,8,10,8,7,35,10,32,42,55,110,72,60,118,33,45528,10.72608280028296,1640,1640,0,35,0,0.021341463414634148
17031100100,2426,94,90,53,89,171,114,80,147,96,273,400,290,168,246,49,66,28514,10.258150473713906,6291,6291,125,980,0.01986965506278811,0.15577809569225878
17031100200,3103,179,111,89,202,212,97,194,149,127,239,410,288,281,159,299,67,29370,10.287729024192666,7908,7908,108,1530,0.013657056145675266,0.19347496206373294
17031100300,2636,122,121,211,118,98,10,90,76,68,233,282,400,291,157,199,160,35893,10.48829756939169,6990,6990,12,591,0.0017167381974248926,0.08454935622317597
17031100400,1309,79,36,52,10,49,45,104,13,31,68,109,236,160,72,189,56,35108,10.466184303712009,3275,3275,0,263,0,0.08030534351145038
17031100500,2404,14,75,120,142,68,194,40,57,46,140,194,540,290,227,215,42,29897,10.30551341989678,6810,6810,0,1044,0,0.15330396475770924
17031100600,1978,75,104,153,58,97,112,30,98,80,113,347,223,282,69,87,50,30390,10.321868885910838,4936,4936,0,581,0,0.1177066450567261
17031100700,1955,39,102,49,23,159,53,124,66,59,103,366,333,226,122,84,47,31211,10.348525875764018,4887,4887,0,558,0,0.1141804788213628
17031110100,2048,156,25,0,117,72,115,15,125,106,306,242,268,304,112,27,58,27840,10.234229114448356,5621,5621,18,866,0.0032022771748799147,0.15406511296922257
17031110200,1177,68,50,101,64,84,22,19,63,17,173,100,167,146,66,27,10,25486,10.145884560772224,2993,2993,0,445,0,0.14868025392582693
17031110300,2048,25,139,67,129,143,91,80,38,101,126,259,387,214,154,64,31,27899,10.236346124873199,5431,5431,91,918,0.016755661940710733,0.16902964463266434
17031110400,1978,142,86,133,173,58,82,101,181,21,167,112,222,140,176,143,41,26755,10.194476650745406,5035,5035,31,1222,0.006156901688182721,0.24270109235352533
17031120100,1664,21,34,68,21,44,57,105,57,55,40,83,316,191,159,191,222,41610,10.636095801976987,4821,4821,115,512,0.023853972204936735,0.10620203277328355
17031120200,1749,42,46,15,65,58,8,21,20,40,182,219,220,173,233,201,206,43346,10.676969705748347,4762,4762,36,371,0.007559848803023939,0.07790844183116338
17031120300,2446,73,111,54,30,118,21,38,54,92,71,223,300,272,261,327,401,49179,10.803221982094566,6603,6603,164,628,0.02483719521429653,0.09510828411328184
17031120400,1371,119,34,73,26,91,51,102,27,82,82,174,214,112,61,88,35,25597,10.150230436100662,3847,3847,37,1023,0.009617884065505589,0.2659214972706005
17031130100,1851,142,276,185,59,67,114,23,24,18,214,93,210,126,103,118,79,27039,10.205035547224519,5049,5049,300,293,0.059417706476530004,0.058031293325410974
17031130200,728,26,16,46,53,40,35,0,55,9,38,80,166,57,18,16,73,39922,10.594682829370829,1673,1673,105,358,0.06276150627615062,0.21398684997011358
17031130300,1824,102,54,87,101,89,47,98,49,223,172,76,219,267,132,59,49,25393,10.142228824473392,5278,5278,200,998,0.037893141341417205,0.18908677529367185
17031140100,1033,100,94,141,109,32,49,92,64,10,28,118,89,48,27,20,12,14641,9.591581091193483,3473,3473,251,1847,0.0722718111143104,0.5318168730204434
17031140200,1709,201,190,120,149,73,58,43,62,73,183,114,145,149,54,68,27,17194,9.752315764734389,6051,6051,413,3413,0.06825318129234838,0.5640390018178814
17031140400,2350,59,272,91,159,173,85,129,174,242,112,215,268,83,127,84,77,21024,9.953419921284338,7092,7092,59,1926,0.008319232938522278,0.2715736040609137
17031140500,1363,169,52,169,10,75,61,27,127,93,106,156,193,94,20,11,0,18800,9.84161214881804,3851,3851,164,1970,0.042586341210075304,0.5115554401454168
17031140800,2745,58,139,253,197,155,136,150,24,104,328,178,390,212,93,160,168,28727,10.265592726054727,7364,7364,142,3099,0.019282998370450843,0.4208310700706138
17031150200,3190,315,108,230,173,213,191,213,125,84,173,489,351,198,144,128,55,24789,10.118155285369294,8118,8118,649,2357,0.07994579945799458,0.29034244887903427
17031150300,2822,200,152,171,122,227,93,88,221,121,246,355,229,204,129,176,88,30411,10.322559664050509,6372,6372,15,1108,0.0023540489642184556,0.1738857501569366
17031150600,1376,41,106,64,167,124,44,81,45,22,67,109,252,156,58,9,31,24305,10.098437369479555,3729,3729,26,1043,0.006972378653794583,0.27969965138106734
17031150700,1549,69,37,43,103,44,156,139,102,29,120,267,173,157,31,22,57,23550,10.066881099444563,4701,4701,192,1677,0.0408423739629866,0.3567326100829611
17031150800,1908,96,104,55,147,133,72,133,10,94,214,227,304,126,82,86,25,22292,10.011983148689428,5786,5786,0,2892,0,0.49982716902868995
17031151100,1592,137,144,39,135,94,152,112,0,104,160,104,200,84,50,66,11,19221,9.863758710307131,4654,4654,70,2190,0.015040825096691019,0.4705629565964761
17031151200,1285,102,40,30,62,98,45,43,108,21,186,86,266,86,56,30,26,24924,10.123586473664112,3561,3561,0,904,0,0.2538612749227745
17031160100,1066,72,46,107,0,132,85,42,7,30,168,48,116,37,81,54,41,27208,10.211266326687031,2641,2641,11,863,0.0041650889814464215,0.32677016281711474
17031160200,1485,88,88,27,25,54,49,78,47,75,173,205,199,166,65,60,86,34061,10.43590831373871,3828,3828,101,790,0.02638453500522466,0.20637408568443052
17031160300,1841,55,113,147,90,126,140,195,86,74,165,226,268,88,16,15,37,23770,10.07617956035424,4471,4471,336,1254,0.0751509729367032,0.280474166853053
17031160400,2054,127,219,43,40,98,97,46,155,50,208,472,125,151,83,84,56,24498,10.10634676054763,5548,5548,666,2496,0.12004325883201153,0.44989185291997114
17031160700,2134,53,76,90,131,84,29,91,85,52,302,199,431,158,84,154,115,28060,10.242100353656452,6438,6438,254,2992,0.03945324634979808,0.46474060267163714
17031160800,1868,98,54,108,97,108,167,69,224,64,111,298,273,81,86,30,0,20662,9.936051543409391,5477,5477,86,2986,0.015702026656928977,0.5451889720649991
17031160900,1079,20,24,12,25,39,49,30,81,74,121,124,158,110,69,81,62,36010,10.49155195664292,2848,2848,47,739,0.016502808988764044,0.2594803370786517
17031161000,744,54,38,11,12,27,12,11,44,43,155,104,56,11,59,33,74,36139,10.495127893591839,1800,1800,0,355,0,0.19722222222222222
17031161100,792,69,27,10,63,8,6,9,32,46,52,33,97,48,110,89,93,47730,10.773315409999942,2037,2037,57,128,0.027982326951399118,0.06283750613647521
17031161200,1005,54,22,35,48,0,14,13,38,176,126,178,101,126,62,12,0,24649,10.112491610696615,2821,2821,24,1671,0.008507621410847217,0.5923431407302375
17031161300,1561,98,80,83,106,118,189,73,53,45,193,127,129,104,91,36,36,21342,9.96843224117651,4497,4497,135,2599,0.030020013342228154,0.5779408494551923
17031170100,1102,37,98,196,74,86,72,24,61,57,26,76,61,148,25,49,12,26195,10.17332383184232,2392,2392,218,570,0.09113712374581939,0.2382943143812709
17031170200,1211,11,103,48,52,35,55,75,53,52,169,101,218,112,44,6,77,27855,10.234767762454917,3531,3531,7,874,0.0019824412347776836,0.2475219484565279
17031170300,1973,141,98,37,50,93,81,27,115,88,294,145,248,253,151,79,73,27577,10.224737370956664,5736,5736,45,1130,0.007845188284518828,0.19700139470013947
17031170400,1503,114,30,130,80,22,0,20,64,16,149,196,491,115,12,31,33,26174,10.172521830615427,4071,4071,45,502,0.01105379513633014,0.12331122574306068
17031170500,2123,15,60,87,140,51,135,48,134,48,128,292,463,191,202,33,96,32625,10.392834144624995,5156,5156,0,962,0,0.18657874321179208
17031170600,1049,37,51,64,125,61,33,0,28,57,75,64,175,163,28,32,56,29671,10.297925416795092,2680,2680,0,304,0,0.11343283582089553
17031170700,1147,72,22,26,28,56,19,45,8,77,28,138,259,189,98,59,23,26962,10.20218374625101,3654,3654,41,550,0.011220580186097428,0.150519978106185
17031170800,1416,73,10,85,105,53,47,53,69,99,108,94,370,154,45,22,29,25234,10.135947570487687,4021,4021,35,539,0.00870430241233524,0.13404625714996268
17031170900,646,0,10,63,61,28,54,29,0,10,157,58,106,40,0,0,30,24439,10.103935495918149,1759,1759,214,197,0.12166003411028994,0.11199545196134167
17031171000,2705,187,174,139,65,153,144,91,91,237,186,361,312,108,198,197,62,26040,10.167389096322506,7163,7163,0,1843,0,0.2572944297082228
17031171100,1399,143,0,55,71,38,51,77,41,92,173,200,197,55,135,64,7,21496,9.975622150295328,4501,4501,71,1721,0.015774272383914687,0.38235947567207285
17031180100,2178,155,19,137,37,44,117,109,41,112,236,299,328,220,194,130,0,23923,10.082595618260582,6745,6745,164,2805,0.024314306893995552,0.4158636026686434
17031190100,796,124,87,40,63,51,77,32,33,64,46,90,26,44,12,7,0,14378,9.573454539543818,2433,2433,87,1849,0.035758323057953144,0.759967118783395
17031190200,1630,125,63,78,137,59,185,113,100,116,124,127,218,120,54,11,0,14385,9.573941275985648,6320,6320,131,4558,0.020727848101265822,0.7212025316455696
17031190300,1989,110,154,257,77,166,75,173,57,32,183,285,112,145,105,48,10,20420,9.924270091718656,5441,5441,93,3042,0.017092446241499724,0.55908840286712
17031807600,2090,59,21,66,43,89,49,55,54,74,232,278,433,280,209,122,26,25570,10.149175068285233,6854,6854,539,537,0.07864021009629414,0.07834840968777357
17031807800,889,0,7,58,23,59,10,93,59,22,38,157,110,69,124,46,14,27595,10.225389875873601,2714,2714,8,64,0.0029476787030213707,0.023581429624170966
17031807900,1282,9,16,50,23,21,31,43,54,22,151,41,88,204,100,198,231,49910,10.817976662463655,3683,3683,0,102,0,0.027694814010317675
17031808001,1184,16,10,19,94,31,30,25,89,84,88,125,121,169,72,61,150,39197,10.576355492237692,3412,3412,0,254,0,0.07444314185228605
17031808002,1592,84,41,103,56,44,64,40,36,84,125,156,240,189,54,168,108,30312,10.319298952698437,4687,4687,233,204,0.04971196927672285,0.04352464262854704
17031808100,1478,64,122,83,147,73,114,79,96,33,144,103,99,126,67,68,60,30195,10.315431626742,3384,3384,12,179,0.0035460992907801418,0.05289598108747045
17031810000,2657,98,133,44,84,115,97,97,70,79,398,208,318,227,208,150,331,53809,10.893196018404446,4813,4813,215,377,0.04467068356534386,0.07832952420527738
17031810200,2522,110,112,100,225,175,82,62,174,96,204,249,351,286,152,103,41,29103,10.278596540629394,5898,5898,2468,424,0.41844693116310616,0.07188877585622244
17031810301,1519,51,40,30,22,71,82,72,79,72,99,137,268,262,95,93,46,30877,10.337766849160253,4112,4112,1945,263,0.47300583657587547,0.06395914396887159
17031810400,1837,25,49,60,64,68,68,80,29,101,230,201,206,109,269,100,178,40302,10.60415637449492,5102,5102,28,488,0.005488043904351235,0.09564876519012153
17031810501,1945,67,44,136,178,128,85,94,93,34,256,231,245,119,29,156,50,25558,10.148705658168648,5198,5198,17,355,0.0032704886494805694,0.06829549826856483
17031810502,1983,73,90,132,158,125,113,73,63,121,267,253,193,155,33,92,42,24582,10.109769746774926,5300,5300,21,447,0.003962264150943396,0.08433962264150943
17031810600,1696,102,55,83,93,22,68,56,116,66,198,177,312,195,36,58,59,32715,10.395588967303839,4207,4207,141,644,0.03351556928927977,0.15307820299500832
17031810701,1734,118,166,77,89,119,141,86,89,90,223,102,187,170,68,9,0,19244,9.864954602819344,4930,4930,87,952,0.01764705882352941,0.19310344827586207
17031810702,1541,101,232,61,68,31,115,108,116,28,116,95,216,152,58,34,10,22529,10.022558647177142,4165,4165,106,566,0.025450180072028813,0.13589435774309724
17031810800,1633,44,47,115,48,84,40,49,116,39,165,188,295,189,111,64,39,26061,10.16819522292803,4961,4961,0,791,0,0.159443660552308
17031810900,2403,247,38,155,130,84,249,133,134,90,180,303,318,170,26,128,18,25028,10.127750477118255,5754,5754,123,1431,0.02137643378519291,0.24869655891553702
17031811100,2581,159,136,169,164,265,73,241,164,131,428,218,253,130,14,36,0,20750,9.940301525658844,6176,6176,38,1027,0.006152849740932643,0.16628886010362695
17031811500,1839,27,48,100,85,129,59,118,73,95,175,284,338,133,120,39,16,22030,10.000160439796389,5725,5725,0,2131,0,0.37222707423580786
17031811900,1707,10,0,31,50,92,18,24,19,45,58,191,111,216,133,209,500,56987,10.95057845062929,5760,5760,438,289,0.07604166666666666,0.05017361111111111
17031812100,1654,24,35,23,111,61,29,18,84,27,135,193,158,192,211,219,134,34217,10.440477875572727,5053,5053,1763,385,0.34890164258856127,0.076192360973679
17031812200,1363,47,12,0,17,0,57,54,13,26,46,122,137,114,85,279,354,64218,11.07003882421243,3765,3765,455,174,0.12084993359893759,0.046215139442231074
17031812500,1681,208,36,49,63,72,62,82,96,19,124,174,90,149,136,121,200,42033,10.646210303039341,4168,4168,1383,184,0.33181381957773515,0.044145873320537425
17031812600,1728,184,71,56,31,44,96,87,106,41,157,192,199,126,108,124,106,37187,10.523714516819444,3648,3648,1239,209,0.33963815789473684,0.057291666666666664
17031813000,1488,41,37,29,58,14,9,19,54,66,92,197,230,224,187,130,101,36304,10.499683207019624,4162,4162,1199,179,0.2880826525708794,0.043008169149447384
17031813100,2004,64,37,11,308,86,61,129,110,69,108,121,338,214,135,175,38,33150,10.408797995614009,4716,4716,1314,261,0.2786259541984733,0.05534351145038168
17031813400,1928,177,70,75,27,86,176,104,153,132,115,294,284,170,25,40,0,13903,9.539859923169542,8149,8149,725,6620,0.08896797153024912,0.8123696159037919
17031813500,1829,182,96,189,79,60,125,102,94,142,78,177,287,108,79,15,16,13369,9.500693872983122,7675,7675,317,6560,0.041302931596091205,0.8547231270358306
17031814200,1911,106,97,162,107,165,133,105,202,120,147,168,238,125,24,12,0,13735,9.527702598529375,7254,7254,236,6414,0.03253377446925834,0.8842018196856907
17031271200,455,137,24,66,0,47,13,43,0,0,30,43,10,0,23,19,0,11819,9.377463685012241,1596,1596,1576,10,0.9874686716791979,0.006265664160401002
17031271300,396,134,0,76,13,0,31,14,12,34,70,0,12,0,0,0,0,8624,9.06230429314878,1309,1309,1278,14,0.9763177998472116,0.0106951871657754
17031271400,483,123,12,25,92,50,7,44,0,0,0,33,64,16,17,0,0,15456,9.6457525564523,1275,1275,1194,24,0.9364705882352942,0.018823529411764704
17031271500,495,68,16,20,17,63,8,56,32,15,56,21,84,0,0,8,31,24168,10.092784723066508,1201,1201,1179,0,0.9816819317235637,0
17031271800,159,0,0,38,14,0,32,0,0,17,36,11,11,0,0,0,0,11456,9.346268889200427,569,569,569,0,1,0
17031280100,2093,45,13,58,31,38,59,8,9,106,195,227,302,268,170,222,342,86687,11.370059209196285,3075,3075,47,170,0.015284552845528456,0.055284552845528454
17031280400,320,67,11,0,22,0,0,12,0,11,56,28,28,49,36,0,0,24087,10.089427554852794,826,826,671,11,0.8123486682808717,0.013317191283292978
17031280800,264,36,45,36,85,0,0,16,0,0,15,8,23,0,0,0,0,12143,9.404508151053818,631,631,539,42,0.8541996830427893,0.06656101426307448
17031280900,384,217,52,8,21,12,0,0,0,0,0,42,0,32,0,0,0,8947,9.099073559547596,1124,1124,1075,0,0.9564056939501779,0
17031281900,2720,268,170,93,17,125,30,25,77,28,254,353,452,293,234,137,164,68099,11.128717807741976,3873,3873,707,125,0.1825458301058611,0.032274722437387035
17031282700,1010,227,47,70,32,32,7,94,49,0,106,135,65,114,16,16,0,20291,9.917932716967623,2460,2460,1261,749,0.5126016260162601,0.30447154471544713
17031282800,724,77,0,0,0,22,35,111,23,63,57,149,108,56,16,0,7,23982,10.08505882793938,1818,1818,324,318,0.1782178217821782,0.17491749174917492
17031283100,1247,311,95,77,22,78,9,45,85,38,148,106,126,24,42,21,20,24734,10.115934094302002,2388,2388,915,182,0.38316582914572866,0.076214405360134
17031283200,545,78,7,42,14,14,14,0,17,15,50,44,60,109,32,24,25,36076,10.493383103285598,1135,1135,222,170,0.19559471365638767,0.14977973568281938
17031283800,945,90,0,42,40,46,56,37,21,43,59,78,167,41,77,87,61,35964,10.490273717104664,2396,2396,1495,196,0.6239565943238731,0.08180300500834725
17031290900,1257,320,82,86,147,52,19,93,93,74,84,102,79,26,0,0,0,10730,9.280798835624744,4430,4430,4224,145,0.9534988713318284,0.0327313769751693
17031291200,649,202,100,105,44,63,0,17,0,60,17,17,19,5,0,0,0,5795,8.664750755773852,2645,2645,2619,0,0.9901701323251417,0
17031291600,431,71,72,28,0,48,9,0,19,0,66,101,10,0,7,0,0,12649,9.445333439647541,1359,1359,461,909,0.33922001471670343,0.6688741721854304
17031292200,993,122,137,97,69,94,46,34,89,0,131,64,37,0,12,61,0,12982,9.471319061593414,3356,3356,3212,0,0.9570917759237187,0
17031292400,807,204,125,55,22,78,32,92,31,29,36,25,47,20,11,0,0,11822,9.377717481384314,2193,2193,2168,24,0.9886000911992704,0.01094391244870041
17031292500,1196,209,28,117,131,70,60,28,84,66,54,128,110,46,12,53,0,16517,9.71214543252109,3762,3762,3727,0,0.9906964380648591,0
17031300500,732,40,36,25,70,15,25,90,106,69,125,25,77,0,16,13,0,12703,9.44959346502346,3179,3179,177,3067,0.05567788612771312,0.9647687952186222
17031300600,888,90,79,22,95,64,23,87,53,0,96,89,79,19,36,43,13,14934,9.611395771595648,3816,3816,888,2690,0.23270440251572327,0.7049266247379455
17031300700,1254,49,73,127,178,162,110,53,33,187,149,44,24,26,39,0,0,10982,9.304012847838818,4958,4958,127,4772,0.025615167406212183,0.9624848729326341
17031300800,1150,86,95,194,86,56,104,187,52,0,92,0,33,153,0,0,12,10707,9.27865301215827,5066,5066,13,4838,0.0025661271219897357,0.95499407816818
17031300900,1049,125,78,206,103,65,59,36,33,121,100,62,59,0,0,2,0,8847,9.087833697483386,4071,4071,90,3814,0.02210759027266028,0.936870547776959
17031301100,727,50,73,66,83,76,64,79,23,54,55,53,20,31,0,0,0,10936,9.299815378403785,3102,3102,725,2221,0.23372018052869117,0.7159896840747905
17031301200,1105,107,107,173,32,32,51,74,40,150,57,75,138,19,23,18,9,15150,9.625755810937516,4228,4228,355,3832,0.08396404919583728,0.9063386944181646
17031301600,1206,108,88,86,135,125,216,46,12,50,90,63,128,30,11,8,10,12393,9.424887076064874,4485,4485,10,4401,0.002229654403567447,0.9812709030100334
17031310200,679,64,36,0,43,21,44,43,28,39,41,86,100,11,45,56,22,30380,10.321539776149764,1631,1631,188,958,0.11526670754138565,0.5873697118332312
17031310300,787,39,8,53,0,112,42,35,36,20,101,57,124,70,44,12,34,31354,10.353097129628477,1906,1906,32,1124,0.016789087093389297,0.5897166841552991
17031310400,527,65,38,62,69,70,8,32,76,0,22,40,30,0,15,0,0,13693,9.524640032332234,1373,1373,109,1113,0.07938820101966497,0.8106336489439184
17031310500,514,93,56,52,21,43,28,34,81,28,0,19,12,0,19,28,0,14593,9.588297240667746,1499,1499,0,1367,0,0.9119412941961308
17031310600,1920,326,285,97,166,210,15,196,122,90,116,93,164,19,21,0,0,12747,9.453051228782922,5277,5277,490,3961,0.09285578927420883,0.750615880234982
17031310700,601,134,69,96,36,58,19,42,47,26,9,40,9,16,0,0,0,8939,9.098179005087852,2571,2571,86,1946,0.033450019447685726,0.7569039284325165
17031310800,1466,292,119,89,37,96,101,62,124,89,98,135,135,69,0,10,10,14192,9.56043370454936,4751,4751,35,4202,0.007366870132603663,0.8844453799200168
17031310900,1666,214,215,167,127,98,68,119,102,77,124,193,68,61,10,23,0,12735,9.452109387413557,5483,5483,159,4945,0.028998723326645996,0.901878533649462
17031320100,4385,238,52,85,130,51,118,80,105,228,344,460,460,484,349,409,792,84586,11.345524047266652,7283,7283,408,307,0.05602087052038995,0.042152958945489497
17031320400,107,0,11,0,18,0,0,0,0,0,0,0,39,5,0,0,34,29585,10.295022755110795,518,518,22,24,0.04247104247104247,0.04633204633204633
17031320600,2030,258,52,58,59,67,44,85,37,22,93,196,189,68,194,367,241,70388,11.161778073071652,3338,3338,673,26,0.20161773517076093,0.007789095266626723
17031330100,6708,664,400,153,272,175,101,79,201,163,377,561,1023,620,461,770,688,64092,11.06807483012777,11494,11494,4075,647,0.35453279972159385,0.056290238385244475
17031330200,1835,136,132,50,32,12,51,19,55,88,158,92,144,164,116,261,325,55826,10.929994989669282,3900,3900,1202,155,0.3082051282051282,0.03974358974358974
17031340300,684,139,63,24,65,21,38,28,21,21,47,89,19,37,16,48,8,19337,9.869775638050593,2064,2064,20,189,0.009689922480620155,0.09156976744186046
17031340400,649,72,36,45,0,80,0,17,38,32,56,53,77,63,26,42,12,22871,10.037625011465359,1975,1975,46,127,0.02329113924050633,0.06430379746835443
17031340500,882,292,116,10,10,11,29,20,20,12,90,124,81,25,22,10,10,22563,10.024066675494513,1629,1629,249,116,0.15285451197053407,0.07120933087783916
17031340600,371,150,89,19,34,17,0,9,20,0,24,9,0,0,0,0,0,8378,9.03336450150698,853,853,853,0,1,0
17031350100,1601,207,43,45,108,57,205,106,219,18,190,124,137,96,25,11,10,33903,10.43125878502826,2276,2276,1492,63,0.655536028119508,0.027680140597539545
17031350400,177,55,39,33,7,17,0,20,6,0,0,0,0,0,0,0,0,4938,8.504715669905124,543,543,543,0,1,0
17031351000,1552,211,24,93,79,100,70,37,118,100,161,162,184,73,57,24,59,36250,10.49819466028282,2668,2668,2394,17,0.8973013493253373,0.006371814092953523
17031351100,1068,464,146,58,79,74,22,43,29,47,0,43,51,12,0,0,0,8964,9.100971834920818,2732,2732,2732,0,1,0
17031351400,844,320,116,95,92,7,26,15,0,15,18,44,68,23,5,0,0,12996,9.472396896788991,1726,1726,1569,141,0.9090382387022016,0.0816917728852839
17031351500,41,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,10178,9.227983807148778,101,101,101,0,1,0
17031360200,334,59,72,63,27,35,8,15,0,15,14,0,0,0,26,0,0,12678,9.447623486844112,819,819,785,34,0.9584859584859585,0.04151404151404151
17031380100,962,349,214,57,0,15,0,7,50,50,47,33,89,0,11,0,40,17164,9.750569446111415,2314,2314,2296,0,0.9922212618841832,0
17031380200,1065,253,237,127,159,68,64,0,12,28,0,27,58,0,0,9,23,17560,9.773378867189107,1683,1683,1676,0,0.995840760546643,0
17031380500,66,0,0,0,31,9,7,0,0,0,10,0,9,0,0,0,0,10871,9.293853972204001,235,235,217,0,0.9234042553191489,0
17031380700,471,65,64,89,26,0,30,13,0,0,0,126,34,9,0,15,0,15535,9.650850821827147,1354,1354,1118,25,0.8257016248153619,0.01846381093057607
17031381200,1155,277,90,33,61,61,127,48,32,40,102,29,83,89,18,47,18,26531,10.18606913959895,2109,2109,1912,0,0.9065908013276435,0
17031381400,506,24,68,33,50,15,15,58,16,14,84,14,81,15,19,0,0,14140,9.556762939450564,1780,1780,1702,68,0.9561797752808989,0.038202247191011236
17031381500,182,0,0,60,0,0,0,0,0,0,27,0,95,0,0,0,0,21553,9.978270296979813,514,514,514,0,1,0
17031381700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NaN,NaN
17031381800,438,108,37,70,59,0,0,16,9,0,8,36,50,26,0,0,19,21937,9.995929987925688,884,884,843,19,0.9536199095022625,0.021493212669683258
17031381900,621,155,96,30,0,29,9,39,35,53,0,55,29,19,50,8,14,23564,10.067475402641579,1361,1361,1325,0,0.973548861131521,0
17031390100,517,43,55,50,0,50,68,37,12,22,0,51,64,9,6,22,28,21893,9.993922230007335,1416,1416,1337,37,0.9442090395480226,0.026129943502824857
17031390200,795,62,66,64,0,0,20,39,29,20,71,101,62,101,105,55,0,32451,10.387486538298399,1854,1854,1676,0,0.9039913700107874,0
