GEOID,total.x,less_10,between_10-15,between_15-20,between20-25,between_25-30,between_30-35,between_35-40,between_40-45,between_45-50,between_50-60,between_60-75,between_75-100,between_100-125,between_125-150,between_150-200,over_200,capita,ln_capita,population,total.y,black,latino,percentage.black,percentage.latino
17031390300,1361,463,201,38,183,57,50,0,29,9,95,101,40,30,20,0,45,22177,10.00681099476803,2701,2701,2575,0,0.9533506108848575,0
17031390400,1626,425,254,69,154,39,58,106,50,0,106,146,60,80,18,29,32,20148,9.91086030686554,3249,3249,3006,32,0.925207756232687,0.009849184364419821
17031390500,718,76,43,39,30,51,55,63,9,0,33,11,103,85,12,63,45,61181,11.021591962782166,1274,1274,741,141,0.5816326530612245,0.11067503924646782
17031390600,915,58,33,29,53,19,154,19,89,3,40,28,72,55,77,34,152,48079,10.78060077032391,2120,2120,1072,49,0.5056603773584906,0.02311320754716981
17031390700,3312,434,305,165,272,137,183,234,40,126,249,367,348,87,48,74,243,45043,10.715372868055429,5256,5256,2772,261,0.5273972602739726,0.04965753424657534
17031400300,610,150,53,30,18,50,68,35,34,33,22,84,10,23,0,0,0,12889,9.46412951340478,1690,1690,1690,0,1,0
17031400400,604,98,100,63,69,44,61,37,0,28,10,20,0,54,0,0,20,14120,9.555347511047232,1648,1648,1621,44,0.9836165048543689,0.02669902912621359
17031400500,846,258,83,97,42,46,43,51,36,34,8,62,60,26,0,0,0,11778,9.373988663504516,2333,2333,2322,0,0.9952850407201028,0
17031400800,966,389,144,83,114,58,54,38,9,25,24,19,9,0,0,0,0,7183,8.879472402074802,2462,2462,2445,0,0.9930950446791227,0
17031410100,1114,47,123,182,50,86,52,11,17,25,125,96,156,0,66,41,37,38754,10.564989255260528,1723,1723,992,115,0.575739988392339,0.06674405107370865
17031410200,633,159,37,38,44,27,15,20,8,19,43,88,33,20,0,0,82,36036,10.492273717771331,1217,1217,522,55,0.42892358258011504,0.04519309778142974
17031410500,1150,218,70,119,22,81,113,30,32,60,51,40,108,67,58,50,31,26433,10.18236850853484,2450,2450,1669,138,0.6812244897959183,0.0563265306122449
17031410600,1025,42,11,31,104,27,83,90,12,23,85,72,159,84,42,64,96,64464,11.073862207431128,2245,2245,783,104,0.3487750556792873,0.046325167037861915
17031410700,1136,221,78,62,81,71,55,9,50,32,27,164,134,33,22,57,40,28925,10.272461552061877,2243,2243,584,98,0.2603655818100758,0.043691484618814086
17031410800,1646,182,75,182,141,103,89,62,86,152,136,182,154,42,0,40,20,31819,10.367818874622333,2736,2736,1087,124,0.3972953216374269,0.04532163742690058
17031410900,1919,206,136,154,95,168,23,107,106,0,104,271,111,78,33,180,147,36267,10.498663515870101,4239,4239,1661,374,0.39183769757018166,0.08822835574427931
17031411000,2121,343,75,160,94,58,130,82,77,9,256,197,110,159,97,211,63,37460,10.53102897599808,3862,3862,1269,154,0.32858622475401345,0.0398757120662869
17031411100,985,134,7,28,0,29,36,53,18,29,62,107,69,22,27,177,187,62899,11.04928554431096,2245,2245,47,38,0.02093541202672606,0.016926503340757237
17031411200,751,52,31,37,40,17,9,59,27,13,82,26,29,51,66,54,158,62871,11.048840287088053,1694,1694,145,75,0.08559622195985832,0.04427390791027155
17031420100,765,115,199,36,58,35,61,24,32,42,22,37,41,29,0,34,0,19270,9.866304761408411,1578,1578,1527,0,0.967680608365019,0
17031420200,684,157,118,15,63,30,0,42,0,55,19,46,81,2,40,16,0,17066,9.744843459096531,1764,1764,1268,51,0.7188208616780045,0.02891156462585034
17031420300,655,59,33,61,26,105,14,31,94,0,9,25,89,29,41,28,11,23712,10.073736528095813,1740,1740,1274,80,0.732183908045977,0.04597701149425287
17031420400,807,256,103,43,23,32,51,83,34,25,35,21,55,17,29,0,0,17646,9.77826440778205,1510,1510,1260,46,0.8344370860927153,0.030463576158940398
17031420500,1152,272,204,48,65,123,81,68,29,45,113,33,55,0,0,0,16,14578,9.587268821942159,2548,2548,2548,18,1,0.00706436420722135
17031420600,789,202,112,32,136,55,0,21,0,2,78,81,11,29,0,30,0,13983,9.54559758504085,2161,2161,2133,18,0.987043035631652,0.008329477093937991
17031420700,1160,268,50,130,89,80,73,75,83,53,39,79,30,59,0,52,0,15563,9.65265158120501,3205,3205,3189,16,0.9950078003120125,0.0049921996879875195
17031420800,793,197,123,72,64,11,37,64,0,10,77,29,50,26,15,18,0,12008,9.393328373313297,2461,2461,2351,74,0.9553027224705404,0.030069077610727347
17031421200,643,146,142,31,45,11,45,39,8,31,45,29,50,10,11,0,0,13304,9.495820020872763,1669,1669,1669,0,1,0
17031430200,2526,622,346,80,195,142,247,92,118,27,196,115,104,105,0,32,105,28665,10.263432145342483,4874,4874,4648,78,0.9536315141567501,0.01600328272466147
17031430300,878,167,61,109,80,30,72,52,70,30,43,50,26,78,10,0,0,15133,9.624633068687027,2387,2387,2355,29,0.9865940511101802,0.012149141181399247
17031430400,907,223,86,26,22,25,85,42,54,8,63,103,101,32,30,7,0,14385,9.573941275985648,2841,2841,2776,0,0.9771207321365716,0
17031430500,1809,585,176,115,215,136,97,111,55,91,99,86,18,25,0,0,0,12775,9.455245415071905,3684,3684,3653,0,0.991585233441911,0
17031430600,735,98,80,46,94,49,23,27,42,0,87,64,42,42,25,16,0,22041,10.000659634288388,1486,1486,1402,26,0.9434724091520862,0.017496635262449527
17031430700,1273,348,89,60,105,66,102,40,141,30,76,45,41,28,84,11,7,21114,9.95769160654964,2506,2506,2419,92,0.9652833200319234,0.03671189146049481
17031430800,838,72,72,101,84,106,85,15,37,38,63,24,62,32,30,9,8,17889,9.791941277791215,2152,2152,2050,85,0.9526022304832714,0.03949814126394052
17031430900,700,167,73,31,45,88,19,37,7,19,48,35,40,33,37,10,11,20474,9.926911067479717,1568,1568,1546,70,0.985969387755102,0.044642857142857144
17031431200,1193,162,90,0,78,24,37,73,60,31,75,180,190,80,34,57,22,24392,10.10201048866809,3102,3102,3102,0,1,0
17031431400,3354,656,435,321,242,223,211,232,118,51,143,474,149,49,39,11,0,17050,9.743905482711662,7081,7081,6762,179,0.9549498658381584,0.02527891540742833
17031440300,2402,245,157,194,164,158,107,112,88,241,258,208,176,131,49,92,22,23692,10.072892717396856,5383,5383,5250,0,0.9752925877763329,0
17031440600,965,84,28,9,9,34,32,60,25,49,55,42,139,141,56,192,10,32626,10.392864795496248,2707,2707,2694,0,0.995197635759143,0
17031440700,599,17,76,96,47,4,0,21,32,27,22,9,137,37,54,0,20,21049,9.954608332043842,1964,1964,1881,0,0.9577393075356415,0
17031440800,846,138,83,130,39,76,52,27,0,62,44,49,95,8,29,0,14,17843,9.789366553431428,2104,2104,2074,0,0.9857414448669202,0
17031440900,1164,134,47,39,54,120,94,52,58,50,109,145,152,52,58,0,0,17887,9.791829470993246,3596,3596,3506,32,0.974972191323693,0.008898776418242492
17031450300,1523,281,85,122,108,36,82,46,26,49,113,251,84,156,40,30,14,23208,10.05225232580124,3529,3529,3508,0,0.9940493057523377,0
17031460100,1493,113,116,73,229,135,167,31,92,65,251,110,90,9,0,0,12,19541,9.880270101359944,3513,3513,2821,719,0.8030173640762881,0.20466837460859663
17031460200,826,174,48,38,93,37,110,32,0,92,46,45,60,51,0,0,0,13066,9.477768715400696,2584,2584,953,1540,0.3688080495356037,0.5959752321981424
17031460400,1577,147,140,174,50,184,23,42,108,18,106,173,215,121,55,21,0,20125,9.909718102286764,4235,4235,4144,11,0.9785123966942149,0.0025974025974025974
17031460500,2537,250,164,107,27,96,221,240,89,78,219,231,349,255,142,69,0,24975,10.125630603516754,6250,6250,6161,0,0.98576,0
17031460600,375,105,18,50,15,12,31,13,39,36,0,18,28,0,0,10,0,10339,9.243678431586693,1248,1248,971,264,0.7780448717948718,0.21153846153846154
17031460700,1115,255,195,92,75,71,90,12,51,58,57,49,89,8,0,0,13,8976,9.102309627762478,4020,4020,1720,2410,0.42786069651741293,0.599502487562189
17031461000,697,260,117,47,69,36,61,0,0,45,0,49,0,13,0,0,0,14113,9.554851637414007,1090,1090,851,188,0.7807339449541284,0.1724770642201835
17031470100,1194,253,178,110,28,24,109,37,58,36,99,111,68,12,61,10,0,12367,9.422786913742057,4138,4138,4056,0,0.9801836636056066,0
17031480100,940,65,19,34,24,20,65,15,70,0,80,196,226,63,16,23,24,28437,10.25544639312115,2432,2432,2415,55,0.9930098684210527,0.02261513157894737
17031480200,551,47,14,36,91,116,10,16,38,29,9,63,44,10,0,28,0,15120,9.623773649733524,1729,1729,1646,0,0.9519953730480046,0
17031480300,625,31,70,21,0,41,12,55,24,52,114,93,100,9,0,0,3,19801,9.893487720457795,1743,1743,1743,0,1,0
17031480400,2541,100,121,149,130,166,25,155,65,67,366,234,239,246,172,161,145,31408,10.354817916516243,6934,6934,6816,119,0.982982405537929,0.017161811364291894
17031480500,1194,267,68,28,36,29,22,86,74,76,98,121,88,104,10,39,48,21745,9.987139125031739,3593,3593,3138,526,0.8733648761480657,0.14639576955190647
17031490300,988,68,94,88,85,47,69,104,9,70,107,28,48,122,21,5,23,25219,10.135352957662207,2169,2169,2087,19,0.9621945597049332,0.00875979714153988
17031490400,478,70,45,15,38,32,0,6,11,11,57,38,98,33,24,0,0,20149,9.910909938351766,1308,1308,1308,0,1,0
17031490500,732,44,70,33,26,27,97,50,32,11,61,123,48,110,0,0,0,15946,9.67696329306244,2818,2818,2712,133,0.9623846699787083,0.04719659332860184
17031490600,541,29,26,6,55,16,60,30,7,50,44,59,31,84,17,13,14,21652,9.982853107916869,1750,1750,1684,0,0.9622857142857143,0
17031490700,1016,64,42,64,120,86,54,64,20,17,106,103,190,42,0,44,0,17690,9.780754787153832,3397,3397,3363,0,0.9899911686782455,0
17031490800,1511,187,118,99,124,138,71,63,91,7,167,115,140,106,59,26,0,19738,9.890300990731953,3969,3969,3888,0,0.9795918367346939,0
17031491000,1506,290,102,109,147,92,38,78,147,48,152,175,78,26,24,0,0,10691,9.2771575450135,5920,5920,5834,28,0.985472972972973,0.00472972972972973
17031491100,1711,82,137,86,119,104,74,91,30,121,212,197,146,97,43,83,89,21795,9.989435864672492,5416,5416,5350,13,0.9878138847858198,0.0024002954209748893
17031491200,820,97,31,52,89,57,11,15,21,24,98,66,161,78,20,0,0,17532,9.7717830615387,2664,2664,2593,22,0.9733483483483484,0.008258258258258258
17031491300,1001,124,95,80,136,47,56,123,55,10,100,103,30,13,10,19,0,11934,9.387146748082028,3396,3396,3320,0,0.9776207302709069,0
17031491400,1139,205,140,124,29,50,28,65,70,82,128,75,106,11,10,16,0,13219,9.4894104675794,3625,3625,3605,0,0.9944827586206897,0
17031500100,1557,110,122,29,129,218,125,77,100,21,190,181,218,19,13,5,0,18832,9.843312829500057,3906,3906,3865,72,0.9895033282130057,0.018433179723502304
17031500200,729,202,27,92,76,0,28,62,32,22,65,54,69,0,0,0,0,11346,9.336620537886512,2185,2185,2058,102,0.9418764302059497,0.04668192219679634
17031500300,944,124,90,38,30,18,77,91,70,40,106,155,34,58,0,11,2,24194,10.093859947519794,1809,1809,718,464,0.3969043670536208,0.2564953012714207
17031510100,1093,73,88,34,108,44,105,107,117,22,115,163,39,65,0,13,0,13596,9.517530910816006,3926,3926,115,3035,0.029291900152827306,0.7730514518593988
17031510200,1151,195,77,77,70,33,47,20,40,111,97,171,80,99,19,0,15,17985,9.797293356129725,3453,3453,2960,353,0.8572256009267304,0.10222994497538372
17031510300,2197,202,240,149,97,126,29,202,185,78,171,298,204,168,31,17,0,16161,9.690356211348643,6869,6869,6793,41,0.9889357985150677,0.005968845537924006
17031520100,582,100,22,45,32,90,23,32,27,9,24,38,66,21,53,0,0,13845,9.535679435605061,2021,2021,193,1674,0.09549727857496289,0.8283028203859476
17031520200,1172,157,68,105,145,80,32,73,65,40,85,201,25,80,8,8,0,11538,9.353401214816834,4534,4534,357,3837,0.07873842082046757,0.8462726069695633
17031520300,1884,122,76,241,89,119,158,133,102,194,124,203,133,120,70,0,0,13198,9.487820581943367,7050,7050,125,5966,0.01773049645390071,0.8462411347517731
17031520400,1514,119,98,179,93,145,21,100,11,88,127,174,148,124,75,12,0,14439,9.577688157971219,5596,5596,42,4521,0.007505360972122945,0.8078984989278056
17031520500,1642,109,90,104,60,103,78,58,45,83,132,326,105,98,131,96,24,25430,10.143684858416165,4715,4715,38,3024,0.008059384941675504,0.6413573700954401
17031520600,841,24,29,67,57,108,65,9,46,65,54,55,131,87,0,44,0,17906,9.792891131194102,2692,2692,168,1633,0.06240713224368499,0.6066121842496285
17031530100,814,144,84,126,18,54,27,11,18,78,52,70,63,30,0,39,0,13287,9.494541392591309,2838,2838,1758,997,0.6194503171247357,0.3513037350246653
17031530200,1554,351,128,63,85,77,114,95,27,57,186,88,231,38,5,9,0,11086,9.31343832997975,6045,6045,5964,82,0.9866004962779157,0.013564929693961952
17031530300,1577,161,69,140,73,136,87,104,11,65,268,114,143,118,55,12,21,19066,9.855661923053523,4700,4700,4478,88,0.9527659574468085,0.01872340425531915
17031530400,737,64,31,15,42,47,85,35,42,67,87,94,56,43,21,8,0,18514,9.826282481627157,2093,2093,1939,109,0.9264214046822743,0.05207835642618251
17031530600,1289,234,166,107,23,68,115,8,76,26,143,110,102,72,0,30,9,14998,9.615672137861335,4010,4010,3973,0,0.9907730673316708,0
17031550100,2826,148,172,152,215,158,142,179,66,157,178,320,221,465,91,126,36,23203,10.052036859639367,8160,8160,838,3417,0.10269607843137254,0.41875
17031550200,1136,76,73,68,61,81,74,64,143,39,65,139,104,90,28,23,8,22409,10.01721794286315,2720,2720,230,1296,0.08455882352941177,0.4764705882352941
17031560100,293,62,9,22,19,20,0,6,0,18,38,59,6,0,22,12,0,16524,9.712569148516655,916,916,58,600,0.06331877729257641,0.6550218340611353
17031560200,888,184,94,87,68,58,37,20,0,52,56,57,81,86,8,0,0,12996,9.472396896788991,3030,3030,2855,119,0.9422442244224423,0.03927392739273927
17031560300,996,24,28,62,59,48,91,34,31,71,109,142,117,79,37,38,26,19508,9.878579916829944,3477,3477,174,2483,0.05004314063848145,0.7141213689962611
17031560400,427,0,70,0,29,15,8,26,41,0,49,33,47,36,48,0,25,22265,10.010771217755803,1516,1516,9,829,0.005936675461741424,0.5468337730870713
17031560700,1221,90,53,109,28,70,87,57,77,58,95,90,159,67,102,54,25,21746,9.987185111557695,3896,3896,9,1746,0.0023100616016427105,0.44815195071868585
17031560800,2198,46,231,69,71,161,90,129,157,98,232,195,441,84,57,82,55,24937,10.1241079233059,5720,5720,25,1841,0.004370629370629371,0.32185314685314687
17031560900,1939,45,129,29,99,95,47,44,26,115,135,306,315,228,188,108,30,28947,10.273221850688493,5345,5345,0,1070,0,0.20018709073900842
17031561000,2107,200,70,108,27,45,85,84,92,111,167,194,426,175,211,90,22,27044,10.205220448210568,5710,5710,0,1260,0,0.22066549912434325
17031561100,2051,12,138,81,62,102,60,195,43,97,136,206,460,250,139,33,37,28130,10.244591901483902,5345,5345,21,1590,0.0039289055191768,0.29747427502338636
17031570100,374,41,0,64,3,12,10,26,0,44,51,50,10,39,9,0,15,18277,9.813398717754442,1241,1241,0,743,0,0.5987107171635777
17031570200,585,0,53,40,58,43,66,0,10,0,39,111,35,33,47,50,0,22629,10.02698754852174,1775,1775,0,1195,0,0.6732394366197183
17031570300,1477,162,27,48,69,163,98,67,98,64,208,209,134,65,44,0,21,16190,9.69214904667168,5031,5031,33,3493,0.00655933214072749,0.6942953687139733
17031570400,447,17,27,14,0,37,14,41,67,22,36,57,30,18,19,48,0,20616,9.933822752332201,1484,1484,0,1183,0,0.7971698113207547
17031570500,739,39,21,57,135,72,11,99,11,30,51,84,40,20,21,27,21,14859,9.6063610212563475,2784,2784,175,1734,0.06285919540229885,0.6228448275862069
17031580100,885,85,33,110,47,88,90,28,52,23,47,70,92,61,59,0,0,14428,9.57692604202343,3188,3188,133,2366,0.0417189460476788,0.7421580928481807
17031580200,895,111,29,25,94,79,66,9,63,8,121,96,127,27,0,40,0,13284,9.494315582496638,3717,3717,17,3156,0.0045735808447672855,0.8490718321226796
17031580300,624,9,29,27,51,65,136,21,75,30,7,55,93,6,0,20,0,10947,9.300820725104558,2943,2943,0,2761,0,0.9381583418280666
17031580400,1263,81,173,126,100,64,59,83,31,28,108,152,100,66,71,21,0,16300,9.698920386794853,4011,4011,36,2884,0.008975317875841436,0.7190226876090751
17031580600,1565,48,57,122,101,227,54,88,90,199,96,253,157,23,41,9,0,13655,9.521861033907806,5886,5886,194,5012,0.03295956506965681,0.8515120625212368
17031580700,1495,159,107,206,94,96,126,89,65,40,150,123,114,61,29,36,0,12504,9.433803872101313,5505,5505,0,4786,0,0.8693914623069936
17031580800,485,27,47,0,31,47,35,36,33,29,67,42,64,27,0,0,0,13826,9.53430615650521,1786,1786,31,1585,0.017357222844344905,0.8874580067189249
17031590500,673,21,38,42,29,72,9,54,20,51,93,72,94,29,49,0,0,20013,9.904137341377625,1966,1966,71,1303,0.03611393692777213,0.6627670396744659
17031590600,1194,72,119,190,67,73,59,74,85,19,101,71,123,8,93,32,8,16517,9.71214543252109,3808,3808,170,2373,0.044642857142857144,0.6231617647058824
17031590700,932,66,21,54,37,133,66,91,38,74,32,126,88,31,65,10,0,18490,9.82498532438117,2793,2793,132,1928,0.047261009667024706,0.690297171500179
17031600400,1459,62,72,84,196,131,72,45,66,77,160,165,234,40,10,16,29,19494,9.877862004897155,4086,4086,92,912,0.022515907978463045,0.22320117474302498
17031600600,945,92,48,90,30,40,138,35,51,34,76,39,114,45,18,64,31,22279,10.011399809730523,2726,2726,8,1016,0.00293470286133529,0.3727072633895818
17031600700,832,141,99,44,88,13,52,99,9,39,33,65,65,37,31,17,0,16166,9.69066555029379,2328,2328,15,1053,0.006443298969072165,0.452319587628866
17031600900,1468,204,126,45,168,81,82,91,92,55,114,113,118,54,75,31,19,19100,9.857443614034722,3894,3894,214,1129,0.05495634309193631,0.2899332306111967
17031610300,1536,149,136,235,291,132,80,174,41,58,33,86,70,51,0,0,0,9936,9.20391980417326,5355,5355,156,4823,0.029131652661064426,0.90065359477124185
17031610400,655,91,61,75,63,44,85,50,50,20,0,85,31,0,0,0,0,9952,9.20552881497896,2151,2151,0,2151,0,1
17031610800,578,88,33,34,26,29,7,18,20,13,19,76,103,71,24,14,3,24611,10.11094877644823,1490,1490,0,326,0,0.21879194630872484
17031611000,229,47,17,75,18,0,0,12,12,0,14,22,12,0,0,0,0,7207,8.88280805492444,904,904,692,183,0.7654867256637168,0.20243362831858408
17031611100,665,90,73,81,70,116,22,17,89,0,47,9,31,20,0,0,0,8991,9.103979355984773,2392,2392,684,1478,0.28595317725752506,0.6178929765886287
17031611200,730,81,80,39,4,196,82,65,18,45,52,47,0,10,6,0,5,9449,9.153664194782626,2735,2735,381,2064,0.13930530164533822,0.7546617915904936
17031611300,948,71,93,137,160,49,59,55,47,49,123,58,47,0,0,0,0,9842,9.194414221425923,3418,3418,80,3083,0.023405500292568753,0.9019894675248683
17031611400,1156,198,47,88,176,125,104,66,34,41,108,62,55,52,0,0,0,9026,9.107864580386947,4673,4673,48,4478,0.010271774020971538,0.9582709180398031
17031611500,1054,133,74,100,84,120,110,21,47,48,119,104,39,28,7,20,0,12705,9.449750895754265,3444,3444,435,2912,0.12630662020905922,0.8455284552845529
17031611600,415,42,11,19,0,0,64,0,53,0,43,0,159,0,0,0,24,15925,9.675645480440364,2084,2084,1960,149,0.9404990403071017,0.07149712092130518
17031611700,523,147,18,37,64,21,17,0,41,32,0,73,39,25,9,0,0,10954,9.301459965343666,2098,2098,1575,479,0.7507149666348903,0.22831267874165873
17031611800,752,172,39,30,17,78,72,0,8,98,52,126,27,30,0,3,0,11250,9.328123407632566,2686,2686,1708,780,0.6358897989575577,0.2903946388682055
17031611900,624,112,103,9,25,5,49,72,73,13,36,68,22,37,0,0,0,9235,9.13075589263334,2717,2717,2171,560,0.7990430622009569,0.20610967979389033
17031612000,525,123,28,52,77,31,40,14,29,52,35,0,8,7,21,0,8,12182,9.40771473139643,1920,1920,1915,0,0.9973958333333334,0
17031612100,480,126,31,23,0,66,0,11,0,39,0,54,64,27,0,39,0,13923,9.541297427909285,1851,1851,1829,0,0.9881145326850351,0
17031620100,1083,69,83,87,40,93,65,44,55,8,62,52,248,91,35,50,1,18004,9.798349234412823,3890,3890,148,3147,0.038046272493573265,0.8089974293059126
17031620200,747,18,41,38,13,27,5,76,111,49,81,78,149,38,0,23,0,17718,9.782336350971978,2489,2489,21,1683,0.008437123342707915,0.6761751707513057
17031620300,1945,69,133,32,75,275,130,115,90,140,204,255,245,132,30,9,11,16402,9.705158557596356,6745,6745,13,4761,0.001927353595255745,0.7058561897702001
17031620400,1267,22,71,65,20,9,62,105,162,84,197,125,253,53,20,0,19,15216,9.630102784785171,5125,5125,215,4161,0.041951219512195125,0.8119024390243903
17031630100,404,35,0,63,36,34,6,23,9,22,29,18,30,74,18,0,7,16810,9.729729226402661,1437,1437,411,912,0.2860125260960334,0.6346555323590815
17031630200,548,0,5,28,61,81,21,8,53,35,111,61,53,9,12,10,0,14270,9.565914710470881,2138,2138,0,1701,0,0.7956033676333022
17031630300,1250,37,102,67,117,70,139,158,104,42,67,48,193,77,0,29,0,11818,9.37737907190562,5468,5468,11,4711,0.002011704462326262,0.8615581565471836
17031630400,1726,47,80,100,178,156,178,95,74,107,138,235,197,73,31,15,22,13270,9.493261127326253,7348,7348,26,6791,0.003538377789874796,0.9241970604246054
17031630500,1326,68,33,89,64,47,177,91,92,81,195,121,207,52,9,0,0,11583,9.357293784932345,6115,6115,186,5696,0.030417007358953394,0.9314799672935404
17031630800,1762,115,114,131,189,188,133,108,91,91,165,207,146,28,47,9,0,11781,9.37424334324612,7077,7077,550,6142,0.07771654655927653,0.8678818708492299
17031630900,1172,71,77,51,63,64,105,82,93,161,82,151,75,73,12,5,7,13202,9.488123612248716,4752,4752,32,4271,0.006734006734006734,0.8987794612794613
17031640100,468,47,0,59,36,38,0,0,42,11,88,73,37,0,11,25,1,18747,9.838789018597192,1327,1327,94,702,0.07083647324792766,0.5290128108515448
17031640300,2378,113,121,92,103,140,200,72,154,168,202,236,360,105,129,125,58,23642,10.070780070310322,6972,6972,182,2525,0.02610441767068273,0.3621629374641423
17031640400,1297,61,56,94,15,95,51,59,38,53,146,112,268,101,116,32,0,26920,10.200624783758665,3231,3231,0,698,0,0.21603218817703498
17031640500,1523,136,64,8,7,126,60,88,70,128,158,162,271,98,100,38,9,26289,10.17690587972396,3774,3774,31,1366,0.008214096449390567,0.36195018547959723
17031640600,1670,108,58,188,141,46,55,121,171,58,201,112,149,143,65,54,0,22128,10.00459905390454,4199,4199,0,1616,0,0.38485353655632293
17031640700,1119,42,49,58,27,36,13,82,110,147,154,135,156,76,21,13,0,21224,9.962887895817575,3116,3116,10,1676,0.003209242618741977,0.5378690629011553
17031640800,511,27,0,20,33,66,0,0,23,0,75,71,133,5,46,12,0,18485,9.824714871370732,1864,1864,0,1323,0,0.7097639484978541
17031650100,1310,83,93,124,105,74,63,59,121,115,70,136,204,38,25,0,0,12060,9.397649470281177,5395,5395,185,4077,0.03429101019462465,0.7556997219647822
17031650200,2001,155,54,60,158,207,71,73,103,158,220,274,109,131,106,110,12,18207,9.809561414503964,6927,6927,81,4015,0.01169337375487224,0.5796159953803955
17031650400,1628,148,41,151,51,61,189,31,135,103,308,142,231,0,0,37,0,13516,9.511629447834181,6092,6092,268,4931,0.043992120814182537,0.8094221930400525
17031650500,1456,48,44,93,108,140,123,35,56,64,166,115,252,111,15,59,27,20848,9.945013299364627,4443,4443,546,2903,0.12288993923024984,0.653387350889039
17031660400,1501,118,74,116,75,163,163,135,85,58,93,117,189,41,31,43,0,13212,9.48888078651068,5814,5814,268,5028,0.04609563123495012,0.8648090815273478
17031660500,1360,229,135,85,117,67,16,94,91,63,113,130,82,67,46,9,16,12389,9.424564261115739,5307,5307,1002,3494,0.1888072357263991,0.658375730167703
17031660600,1892,228,161,177,54,158,150,113,115,86,217,106,176,43,76,32,0,14796,9.602112152952344,5952,5952,3489,2281,0.5861895161290323,0.38323252688172044
17031660700,612,31,26,53,28,80,45,31,0,46,90,85,37,41,19,0,0,15899,9.67401149314871,2032,2032,1890,47,0.9301181102362205,0.02312992125984252
17031660800,1831,182,177,194,51,105,150,114,257,127,150,112,81,85,46,0,0,13040,9.475776835480644,6231,6231,4524,1516,0.7260471834376505,0.2432996308778687
17031660900,1527,357,165,128,154,88,71,114,94,53,44,99,77,36,9,30,8,11025,9.307920700315046,4974,4974,4454,335,0.8954563731403297,0.06735022114997989
17031661000,1910,255,102,80,137,52,99,108,47,174,162,206,307,61,69,43,8,19223,9.86386275775286,5767,5767,5595,47,0.9701751343852957,0.008149817929599444
17031661100,1880,103,120,111,97,241,45,81,72,39,286,214,279,142,23,17,10,19039,9.854244785957677,6000,6000,2893,2517,0.4821666666666667,0.4195
17031670100,492,51,29,71,24,45,25,53,22,0,62,32,61,17,0,0,0,14984,9.614738244123924,1453,1453,1402,51,0.9649002064693737,0.03509979353062629
17031670200,513,136,50,22,11,19,26,21,47,21,43,89,9,0,0,19,0,10846,9.291551627401006,2051,2051,1963,99,0.9570941004388104,0.04826913700633837
17031670300,314,17,30,71,48,8,8,19,32,17,56,0,8,0,0,0,0,6233,8.73761303680885,3317,3317,3190,34,0.9617123907145011,0.010250226107928851
17031670400,598,109,20,72,115,49,27,24,27,29,64,34,22,0,0,6,0,6945,8.845777255188445,2972,2972,2943,56,0.9902422611036339,0.018842530282637954
17031670500,349,63,16,14,52,16,40,51,26,0,0,53,18,0,0,0,0,10053,9.215626376405421,1315,1315,1315,0,1,0
17031670600,471,98,44,75,12,5,12,12,87,0,70,24,32,0,0,0,0,10278,9.237760967552175,1632,1632,1620,0,0.9926470588235294,0
17031670700,440,108,73,7,28,28,5,16,17,0,0,53,55,40,0,0,10,11501,9.350189267092581,1789,1789,1735,0,0.9698155394074902,0
17031670800,589,100,60,69,31,32,23,50,5,25,67,29,40,29,29,0,0,13612,9.518707035620796,1949,1949,1858,91,0.9533093894304772,0.04669061056952283
17031670900,546,148,58,15,25,39,46,26,36,8,28,59,24,34,0,0,0,11933,9.387062950369655,1710,1710,1710,0,1,0
17031671100,366,73,16,32,88,0,9,27,6,20,16,20,49,0,0,10,0,9813,9.191463316206494,1493,1493,1339,154,0.8968519758874749,0.10314802411252512
17031671200,454,46,0,27,63,53,15,126,9,0,31,34,44,6,0,0,0,11861,9.381010986029276,1572,1572,1567,0,0.9968193384223919,0
17031671300,833,138,24,74,169,36,116,26,8,0,45,36,123,8,0,30,0,12507,9.434043766548907,2934,2934,2866,17,0.9768234492160872,0.005794137695978187
17031671400,547,41,32,83,23,5,75,57,34,28,107,21,22,19,0,0,0,12096,9.400630098419315,1955,1955,1851,69,0.9468030690537085,0.03529411764705882
17031671500,940,96,72,120,83,173,68,57,53,20,68,57,26,20,20,0,7,10331,9.242904362849446,3697,3697,3567,72,0.9648363538003787,0.01947525020286719
17031671600,847,147,153,97,102,43,62,43,54,27,26,41,52,0,0,0,0,10304,9.240287448344136,2462,2462,2450,12,0.9951259138911455,0.00487408610885459
17031671800,392,48,68,53,51,0,7,26,27,23,8,26,31,15,0,0,9,15195,9.628721705350893,1096,1096,1002,59,0.9142335766423357,0.053832116788321165
17031671900,309,65,41,8,33,0,56,0,8,8,14,31,18,8,19,0,0,11214,9.3249182766836185,1171,1171,1153,18,0.9846285226302306,0.015371477369769428
17031672000,1246,140,78,103,95,143,139,143,29,66,137,60,74,20,19,0,0,11115,9.316050826398296,4584,4584,4507,62,0.9832024432809773,0.013525305410122163
17031680500,496,202,39,44,13,16,21,21,46,35,0,0,59,0,0,0,0,9118,9.118005760773388,1504,1504,1485,18,0.9873670212765957,0.011968085106382979
