GEOID,total,less_10,between_10-15,between_15-20,between20-25,between_25-30,between_30-35,between_35-40,between_40-45,between_45-50,between_50-60,between_60-75,between_75-100,between_100-125,between_125-150,between_150-200,over_200,capita,ln_capita
170310000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
170310101001,2181,477,204,220,33,131,90,121,88,101,179,128,205,82,39,51,32,20677,9.93677725040077
170310102001,1492,140,162,15,84,170,128,42,105,18,173,107,151,27,67,73,30,23106,10.047847603042964
170310102002,2221,213,193,155,219,211,124,167,126,115,182,156,189,135,25,11,0,18994,9.851878418802897
170310103001,2975,307,228,152,300,159,203,129,187,46,349,413,261,84,76,0,81,23799,10.077398841970112
170310104001,2072,422,78,162,31,169,77,94,85,14,218,315,158,43,38,137,31,23972,10.084641761578077
170310105001,4979,920,572,423,277,297,267,342,219,161,298,401,213,277,125,117,70,26138,10.171145473156981
170310106001,2917,256,155,69,192,192,111,85,177,73,186,670,270,131,204,90,56,26678,10.19159453470099
170310107001,2e3,315,182,116,108,56,158,52,96,57,222,107,333,84,37,32,45,19326,9.869206618559254
170310107002,1511,99,29,50,0,144,98,89,25,87,158,251,204,132,59,52,34,26354,10.179375345105198
170310108001,1545,128,192,130,92,109,148,99,0,128,107,137,168,20,50,12,25,18209,9.809671256331843
170310109001,386,0,0,0,22,11,22,50,0,35,21,92,32,21,12,68,0,28639,10.26252470426388
170310201001,1407,123,98,43,75,117,79,58,53,52,146,190,127,86,119,41,0,23642,10.070780070310322
170310202001,425,17,19,38,38,21,79,0,0,16,9,78,72,13,0,25,0,18359,9.817875196460205
170310202002,417,15,15,31,55,27,11,0,42,32,56,36,14,23,48,12,0,22761,10.032803824006184
170310202003,238,0,0,0,0,0,11,0,14,0,0,81,47,0,11,62,12,32966,10.4032320062913
170310202004,237,12,13,1,0,0,14,0,0,0,6,20,30,38,65,22,16,36149,10.495404564687007
170310202005,578,31,11,0,0,0,14,0,0,47,78,42,148,54,50,78,25,27501,10.221977646629885
170310202006,232,0,0,14,0,0,0,0,0,21,39,41,41,26,24,0,26,26883,10.199249395552329
170310203001,561,0,0,14,49,0,29,46,38,20,40,92,113,47,73,0,0,30488,10.325088442553696
170310203002,194,0,0,0,15,0,0,16,0,16,20,13,12,50,0,52,0,38133,10.54883532796278
170310203003,264,0,0,0,36,0,40,16,0,0,12,29,62,20,12,19,18,35584,10.479651377610255
170310203004,332,40,50,65,12,0,0,9,17,41,18,0,13,54,0,13,0,14867,9.60689927061335
170310203005,149,0,0,17,0,0,0,38,0,0,0,0,0,25,13,39,17,47842,10.775659193770734
170310203006,541,0,15,0,0,29,0,17,69,0,102,65,129,2,18,46,49,27544,10.223540005018359
170310203007,1583,154,113,64,122,31,87,90,83,72,184,210,138,65,110,36,24,30094,10.312081095318824
170310204001,363,22,0,10,45,9,0,0,17,0,90,27,46,30,24,8,35,29297,10.285240400684541
170310204002,552,58,0,34,38,15,60,0,10,9,34,114,23,54,30,68,5,33413,10.416700324794617
170310204003,813,52,37,52,65,32,63,56,60,89,22,96,60,97,8,24,0,22095,10.00310661756484
170310205001,1874,204,190,158,156,129,143,149,146,77,172,43,162,80,39,26,0,15063,9.619996684702816
170310206001,395,28,0,0,13,14,25,37,0,50,88,13,12,31,54,30,0,25095,10.130423902089033
170310206002,398,46,0,0,29,88,42,11,0,0,42,62,12,0,53,13,0,19514,9.878887435667895
170310206003,309,0,0,0,0,0,87,0,30,0,59,52,14,12,39,16,0,20162,9.911554923613886
170310206004,305,39,0,0,13,0,15,45,7,0,0,41,91,28,13,0,13,25108,10.130941799437423
170310206005,469,61,16,50,58,61,0,57,19,39,0,13,0,13,41,0,41,16615,9.718061180788695
170310206006,363,31,54,42,16,17,0,36,86,0,15,0,21,0,18,0,27,18897,9.846758458290038
170310206007,776,92,106,27,11,52,28,107,25,15,78,91,30,59,12,43,0,21962,9.99706896615766
170310206008,246,42,28,13,45,15,0,0,13,0,0,15,0,27,15,11,22,13527,9.512442967089195
170310207001,732,84,77,48,31,63,40,67,38,30,24,103,56,12,0,59,0,14883,9.60797490096916
170310207002,650,83,55,24,43,68,33,0,20,13,109,43,53,42,27,37,0,24763,10.117105882625266
170310207003,200,31,0,0,11,30,0,0,0,11,11,0,12,37,57,0,0,37595,10.534626341812126
170310207004,438,11,0,23,12,39,0,37,13,0,26,157,68,13,27,12,0,30457,10.324071131775993
170310207005,429,13,31,24,12,5,37,12,0,23,73,18,94,49,38,0,0,18665,9.834405391348684
170310207006,591,12,23,89,68,53,22,23,64,8,0,98,39,23,41,0,28,27366,10.217056645939756
170310208001,617,69,50,56,30,40,55,70,15,13,14,0,78,50,62,15,0,20448,9.925640357177262
170310208002,390,15,0,15,54,0,15,28,13,0,0,102,80,26,29,13,0,23902,10.081717416426827
170310208003,773,0,14,132,51,36,0,0,65,71,33,93,92,101,60,0,25,23768,10.076095417142444
170310208004,522,0,3,55,0,14,17,70,26,63,83,94,30,37,30,0,0,20037,9.905335843393745
170310208005,402,13,0,0,62,41,0,54,16,31,14,15,59,42,41,14,0,26474,10.183918398273716
170310208006,344,0,40,25,5,0,15,0,0,0,41,62,90,29,37,0,0,21453,9.973619774716505
170310208007,714,62,40,96,55,0,11,108,0,66,60,29,97,62,28,0,0,17597,9.775483711951761
170310208008,575,48,0,38,95,0,0,5,36,37,27,71,90,111,0,17,0,16873,9.733469990198337
170310209001,112,30,0,0,13,0,0,33,0,14,0,0,11,11,0,0,0,10937,9.299906815335225
170310209002,641,12,45,134,52,17,36,21,43,32,55,77,41,18,0,48,10,20750,9.940301525658844
170310209003,1165,84,37,165,52,58,60,30,12,102,81,151,158,66,32,43,34,21809,9.990078007617226
170310209004,768,39,42,27,0,118,14,32,35,13,96,83,118,79,72,0,0,23145,10.04953405346537
170310209005,738,17,71,38,36,113,47,62,33,12,67,154,48,17,9,14,0,16706,9.723523215315852
170310301001,841,186,92,39,69,37,28,25,38,17,104,104,30,47,0,25,0,10366,9.246286498749653
170310301002,919,270,182,81,121,37,61,36,39,0,10,19,41,0,22,0,0,15794,9.667385400057526
170310301003,2531,362,120,96,202,135,87,129,147,54,231,156,362,220,81,69,80,37450,10.530761988945365
170310301004,2134,369,87,223,184,99,58,72,103,81,154,156,193,123,45,132,55,34978,10.462474571409137
170310302001,840,59,12,0,18,36,61,15,47,98,52,118,176,29,62,14,43,35301,10.471666571132038
170310302002,554,62,68,14,19,20,33,26,15,66,45,13,106,23,6,38,0,30236,10.316788546412067
170310302003,473,20,16,0,0,0,7,0,15,0,85,48,43,45,38,103,53,47533,10.769179485646914
170311907003,466,0,43,21,43,0,0,86,65,0,78,24,11,80,0,0,15,14736,9.598048758495088
170311907004,422,18,24,16,29,46,45,46,22,41,67,44,0,24,0,0,0,10849,9.29182818882245
170311907005,366,19,46,0,0,0,33,0,11,70,11,82,44,39,11,0,0,15986,9.679468618185965
170311908001,350,13,35,0,0,89,0,76,63,29,26,19,0,0,0,0,0,11499,9.350015354048665
170311908002,342,16,0,51,0,43,0,33,0,0,38,144,17,0,0,0,0,14765,9.600014794178023
170311908003,595,40,67,0,87,54,22,65,35,0,76,76,33,40,0,0,0,13074,9.478380804172675
170311908004,389,11,0,0,39,14,54,77,0,0,83,10,58,0,0,0,43,23578,10.068069352852072
170311908005,353,14,0,44,52,52,16,28,14,15,0,59,0,51,8,0,0,12848,9.460943436186543
170311909001,627,115,0,0,39,81,17,94,0,52,5,43,135,39,4,3,0,15911,9.674765972907856
170311910001,248,37,37,0,0,0,20,56,0,0,35,46,11,6,0,0,0,12141,9.404343433543975
170311910002,351,38,23,8,43,0,0,69,0,0,17,108,45,0,0,0,0,12483,9.432122997651051
170311911001,289,0,43,42,0,15,10,22,14,29,40,0,60,4,0,10,0,13202,9.488123612248716
170311911002,371,14,58,94,39,24,44,24,0,0,0,50,0,0,24,0,0,10845,9.291459423260974
170311911003,258,26,0,28,25,15,0,59,17,0,0,22,28,0,0,38,0,13965,9.544309478379278
170311911004,441,47,13,0,56,56,58,28,0,28,53,35,67,0,0,0,0,11026,9.30801139914963
170311911005,444,13,29,0,57,31,11,27,35,56,100,28,32,12,13,0,0,12972,9.470548467427209
170311911006,274,0,29,48,54,0,0,0,0,34,15,38,56,0,0,0,0,13278,9.493863809279105
170311912001,599,18,6,19,111,42,42,19,83,85,23,49,65,16,14,0,7,12394,9.424967763522053
170311912002,344,58,145,18,26,17,21,6,0,9,0,6,38,0,0,0,0,6782,8.822027322685583
170311913001,734,39,61,34,0,84,113,106,12,14,83,89,45,54,0,0,0,11469,9.347403022364523
170311913002,119,0,0,0,0,27,11,0,0,0,0,39,42,0,0,0,0,19097,9.857286533635413
170311913003,271,22,0,31,50,14,71,25,0,0,47,0,11,0,0,0,0,8969,9.101529466118004
170311913004,486,42,23,45,34,54,17,11,49,39,37,78,45,0,0,0,12,22145,10.0053670163573
170311913005,497,11,112,39,54,20,33,53,0,63,23,27,51,0,0,0,11,10826,9.289705927356923
170311913006,365,31,0,0,4,25,55,0,92,26,14,23,69,19,7,0,0,13782,9.531118671917154
170311913007,348,12,0,9,91,15,0,31,11,27,0,0,97,44,11,0,0,13548,9.513994213937663
170311914001,369,38,15,0,0,65,21,17,0,21,36,98,35,12,11,0,0,16508,9.711600390872473
170312001001,213,16,8,0,9,16,10,25,11,38,0,10,29,11,20,10,0,21154,9.959584291887998
170312001002,407,31,9,21,22,53,27,0,31,0,6,38,77,30,42,11,9,20612,9.933628709448115
170312001003,689,19,0,47,54,167,44,31,57,61,44,36,72,11,29,17,0,15345,9.638544967053836
170312002001,469,10,17,37,31,32,52,0,0,85,74,61,50,3,9,0,8,18940,9.84903136674007
170312002002,414,9,17,53,17,98,36,0,19,0,19,67,32,0,39,8,0,14866,9.60683200528524
170312002003,406,44,10,27,26,0,52,18,0,0,47,92,34,47,0,9,0,20074,9.907180724373745
170312002004,387,14,0,61,0,0,32,12,4,67,38,67,33,44,8,7,0,16701,9.723223876851618
170312003001,403,10,67,12,35,10,12,11,54,11,33,51,56,0,41,0,0,16513,9.711903228462988
170312003002,266,46,21,31,12,34,0,0,10,19,11,44,38,0,0,0,0,12164,9.406236048797256
170312004001,340,11,16,0,47,9,26,0,0,0,52,97,0,76,6,0,0,17109,9.747359919824648
170312004002,348,24,0,19,18,33,51,14,25,31,47,48,38,0,0,0,0,13253,9.491979220880678
170312004003,560,90,27,93,0,132,68,0,36,0,12,0,63,20,19,0,0,12369,9.42294862137501
170312004004,418,68,32,12,0,42,10,0,60,12,0,32,41,57,52,0,0,17543,9.772410288929185
170312004005,324,0,15,7,51,0,14,36,25,0,91,72,0,13,0,0,0,13638,9.520615293080597
170312004006,334,0,0,15,12,13,0,26,26,33,0,52,152,5,0,0,0,13323,9.497247143960212
170312005001,550,60,23,26,38,44,87,19,20,46,72,84,31,0,0,0,0,10761,9.283683766200392
170312005002,415,15,49,7,42,33,11,22,65,0,87,9,18,9,9,22,17,16067,9.684522758043336
170312005003,128,0,0,0,0,24,16,39,0,0,39,0,0,0,0,10,0,12816,9.458449669308141
170312006001,308,22,9,10,13,24,59,9,30,8,22,46,56,0,0,0,0,17492,9.76949891253281
170312101001,530,42,21,0,23,32,0,9,48,26,40,48,99,60,29,9,44,26933,10.201107579526868
170312101002,531,29,0,8,8,47,54,18,65,22,76,83,29,17,43,9,23,21414,9.971800192718215
170312101003,399,21,0,33,17,17,0,20,60,8,14,59,72,33,8,23,14,25409,10.142858720954989
170312102001,444,52,18,15,80,0,0,12,49,14,42,66,30,46,20,0,0,17887,9.791829470993246
170312103001,680,68,70,14,0,54,47,24,40,0,38,130,66,44,41,27,17,26864,10.198542379317322
170312103002,902,83,41,28,151,29,126,15,75,81,14,95,66,85,0,13,0,17956,9.795679599901822
170312103003,669,8,41,32,15,0,19,57,78,76,28,68,53,94,44,36,20,27855,10.234767762454917
170312104001,607,49,19,66,51,20,54,4,88,59,29,51,90,0,0,18,9,19239,9.864694747816973
170312104002,294,18,36,20,14,0,0,61,26,0,39,24,56,0,0,0,0,18002,9.79823814181703
170312105001,890,87,130,51,28,13,65,46,96,18,118,125,85,0,28,0,0,14186,9.560010841762033
170312105002,1297,18,63,133,103,41,88,291,67,40,60,191,48,113,29,0,12,15651,9.658290091690503
170312105003,744,60,105,94,37,14,41,41,68,43,24,70,130,17,0,0,0,14421,9.57644075656207
170312106001,243,0,0,0,15,0,10,29,10,0,57,56,56,0,10,0,0,15927,9.675771061251782
170312106002,437,20,51,0,0,62,11,29,27,91,0,71,28,11,22,0,14,19209,9.863134198186913
170312106003,550,103,42,50,0,68,0,36,7,21,88,11,124,0,0,0,0,16231,9.69467827290507
170312106004,283,0,60,14,15,40,12,13,42,27,0,25,10,0,14,0,11,17731,9.783069799056989
170312106005,668,28,0,0,103,59,19,33,67,19,167,48,40,37,34,14,0,17463,9.767839635939845
170312106006,521,30,69,28,85,28,19,0,62,0,64,100,26,0,0,0,10,15865,9.671870704017296
170312107001,412,32,0,16,65,93,21,0,34,21,21,9,10,52,25,13,0,15791,9.667195436466644
170312107002,592,0,30,61,22,58,10,66,0,21,127,57,42,82,0,7,9,23203,10.052036859639367
170312107003,556,9,54,10,9,27,18,43,8,36,91,99,68,51,23,10,0,23604,10.069171468177059
170312107004,142,8,7,0,25,32,0,22,10,0,0,9,29,0,0,0,0,17854,9.789982851739307
170312108001,445,62,20,54,12,0,0,24,17,22,21,38,105,61,9,0,0,17952,9.795456808322422
170312109001,207,39,11,0,0,0,0,0,0,0,0,15,9,59,50,24,0,35854,10.487210415814785
170312109002,329,44,0,10,11,32,70,11,0,32,49,0,5,31,11,11,12,23110,10.048020703268426
170312109003,685,0,0,75,31,46,25,109,10,45,72,93,88,48,0,24,19,25856,10.160297961320822
170312201001,613,57,12,19,0,28,58,31,0,0,12,54,81,133,72,23,33,48740,10.794255327179197
170312202001,302,97,0,35,8,17,18,0,44,0,0,7,17,0,36,23,0,19894,9.898173457712359
170312202002,457,21,20,12,95,24,15,9,47,15,16,35,0,70,18,39,21,23909,10.082010236072934
170312203001,614,26,0,35,20,11,23,8,33,29,28,204,57,51,10,65,14,28970,10.274016090763396
170312203002,424,27,8,17,57,34,11,8,0,40,22,54,96,5,11,23,11,28189,10.246687109906768
170312204001,594,26,51,35,36,57,39,8,9,0,52,81,84,30,59,9,18,33921,10.431789570603355
170312204002,229,43,32,16,11,0,0,0,6,0,9,0,10,43,22,16,21,44486,10.702929811913675
170312204003,444,9,0,24,11,60,46,28,10,41,19,53,83,26,11,11,12,27306,10.214861737244696
170312205001,388,24,15,0,0,21,35,38,10,9,12,67,107,12,11,11,16,29159,10.280518891981744
170312205002,408,5,0,0,0,19,9,0,22,0,67,91,52,46,14,83,0,36715,10.510940669885711
170312205003,490,68,46,12,0,0,28,0,21,11,12,24,10,54,90,86,28,47898,10.776829028873854
170312206001,641,112,48,51,38,64,55,13,56,0,60,79,53,0,12,0,0,18428,9.821626526055807
170312206002,928,86,28,78,82,178,80,68,24,9,79,93,19,22,24,58,0,24616,10.111151917001878
170312206003,280,21,0,19,3,0,0,22,0,0,63,0,13,32,39,58,10,39546,10.585219830280774
170312206004,417,29,0,47,0,28,58,28,14,47,14,0,11,21,107,0,13,25006,10.126871075054945
170312206005,834,84,54,65,39,65,29,77,58,38,53,77,77,41,27,36,14,31908,10.37061204103102
170312206006,294,13,0,26,0,18,38,15,15,0,28,5,81,14,0,41,0,25451,10.144510313937575
170312207001,647,0,39,22,67,0,41,69,12,37,33,94,46,110,62,15,0,20910,9.94798279242268
170312207002,721,59,32,56,95,0,79,0,119,43,51,62,81,44,0,0,0,13842,9.535462727401809
170312207003,588,67,46,15,36,12,40,60,11,0,72,88,96,45,0,0,0,20989,9.951753769945617
170312207004,591,47,88,29,59,43,0,22,0,23,23,44,145,35,0,0,33,17652,9.778604370389438
170312208001,20,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,NA,NA
170312209001,409,18,15,30,38,25,112,11,0,0,49,43,42,7,9,0,10,16814,9.729967151695242
170312209002,591,16,163,15,69,0,49,43,34,0,92,22,50,0,8,18,12,18407,9.820486306032722
170312209003,839,0,0,59,78,137,51,11,42,16,120,55,227,0,0,43,0,14417,9.576163344811905
170312209004,282,25,0,0,20,18,51,31,0,18,0,43,76,0,0,0,0,16224,9.69424690639091
170312210001,574,43,15,64,28,43,36,17,64,0,41,34,122,67,0,0,0,22683,10.02937102422638
170312210002,485,67,99,46,34,18,28,57,0,28,18,65,17,8,0,0,0,12111,9.401869409521051
170312211001,768,12,70,22,67,35,36,91,79,38,111,23,68,87,16,0,13,18404,9.82032331127536
170312211002,828,132,38,95,93,40,98,41,36,9,58,23,120,15,8,0,22,15407,9.642577230581775
170312211003,473,29,36,34,61,31,48,31,0,11,25,70,87,10,0,0,0,17788,9.786279351630586
170312212001,1038,38,68,68,34,108,34,52,35,59,67,99,116,192,0,21,47,30177,10.314835323802448
170312213001,533,44,55,57,22,47,67,0,21,18,0,90,23,30,24,11,24,21954,9.996704634247262
170312213002,484,24,41,23,0,33,42,108,0,21,30,13,38,45,38,14,14,29858,10.304208089613535
170312213003,258,50,23,20,22,4,17,0,28,32,0,45,0,0,0,17,0,20404,9.923486239042818
170312214001,446,35,43,0,24,49,20,0,10,53,37,59,78,6,0,21,11,22359,10.014984203549803
170312214002,250,22,11,0,7,22,40,11,20,0,0,67,31,0,0,19,0,22621,10.026633957357836
170312214003,378,46,39,0,70,0,53,49,25,7,10,21,18,18,11,11,0,14287,9.567105311865157
170312215001,868,130,50,93,18,11,39,23,36,35,39,70,103,166,28,19,8,32026,10.374303351882421
170312215002,691,72,123,28,41,37,24,34,3,26,36,84,127,21,28,0,7,21431,9.972593750934676
170312216001,698,43,0,27,26,29,0,17,19,38,40,156,76,84,66,43,34,42098,10.647755512603787
170312216002,706,10,9,10,46,34,48,29,9,88,89,91,62,56,21,10,94,54131,10.899162313664348
170312217001,387,23,10,0,0,0,0,18,0,27,104,27,40,59,29,50,0,46740,10.752355608092849
170312217002,875,75,35,53,25,7,7,51,9,53,49,100,119,89,48,60,95,50780,10.83525785525867
170312218001,166,0,0,12,0,0,0,0,0,0,56,24,0,0,12,52,10,47017,10.75826451742141
170312218002,630,0,50,0,10,11,121,11,24,0,36,64,82,51,37,59,74,40535,10.609921077421808
170312219001,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
170312219002,261,21,0,0,8,13,0,0,6,0,46,36,22,25,6,69,9,48075,10.780517570456981
170312220001,727,27,0,0,0,0,29,8,35,38,46,59,83,163,31,115,93,58057,10.969180565558148
170312221001,384,0,0,0,31,13,0,0,26,51,29,21,15,72,0,32,94,55515,10.924408533488366
170312222001,499,42,14,2,8,46,5,11,24,27,10,54,86,10,10,57,93,53211,10.882020420873696
170312222002,496,0,8,0,40,32,0,9,0,0,56,13,36,57,56,123,66,70355,11.161309133222357
170312223001,414,0,41,31,55,0,26,21,46,0,77,21,17,0,25,39,15,19800,9.893437216682626
170312224001,871,83,54,103,29,16,0,28,12,12,21,115,132,40,85,33,108,33537,10.420404585938435
170312225001,571,51,9,83,30,26,118,0,34,9,36,54,30,45,42,0,4,18921,9.84802769533176
170312226001,714,103,56,13,73,49,103,50,93,25,69,10,0,0,54,0,16,19606,9.883590920821671
170312227001,377,54,13,29,0,45,8,10,63,56,9,8,11,41,0,19,11,13991,9.546169544733285
170312227002,441,69,87,58,0,5,0,48,30,33,24,0,50,17,0,20,0,12039,9.395906658935026
170312228001,361,97,61,30,72,0,11,0,76,0,0,7,7,0,0,0,0,9758,9.185842740375783
170312229001,367,10,20,45,59,0,0,33,0,35,61,40,9,31,11,13,0,13155,9.484557193474393
170312301001,632,128,38,9,10,92,13,41,9,43,44,104,64,8,22,7,0,16594,9.716796463224231
170312302001,534,55,15,52,13,58,0,0,48,65,28,80,32,28,46,6,8,18768,9.839908570893257
170312303001,279,49,0,10,61,9,10,41,39,0,35,0,16,0,0,9,0,9419,9.150484204822817
170310302004,848,35,0,63,12,46,186,0,0,12,61,92,189,41,39,46,26,35235,10.469795185761123
170310303001,654,154,72,94,37,0,30,15,35,6,10,83,66,43,9,0,0,17458,9.767553275295295
170310303002,648,60,49,4,38,82,86,0,61,36,6,43,71,45,12,27,28,31674,10.363251434051671
170310304001,781,61,155,69,55,59,19,33,20,43,57,76,32,50,42,10,0,27729,10.230234075932888
170310304002,586,30,21,57,8,17,0,6,25,8,64,50,116,90,0,42,52,39131,10.574670270717423
170310305001,519,73,0,8,0,3,10,31,0,18,125,83,48,59,21,31,9,37160,10.522988192927775
170310305002,297,0,0,62,17,0,0,13,13,0,15,0,50,78,33,0,16,44222,10.6969776817921
170310305003,527,35,57,16,16,43,0,36,52,39,0,92,51,15,0,35,40,33578,10.421626369596343
170310305004,775,64,14,9,96,36,10,0,83,28,14,115,85,89,57,27,48,36900,10.515966830028619
170310305005,865,67,64,79,76,17,52,46,66,31,82,50,89,27,18,63,38,28844,10.26965727803665
170310306001,2580,344,82,299,206,134,139,77,123,123,260,256,182,104,107,74,70,33985,10.433674529780738
170310306002,1289,170,247,123,200,80,5,95,10,18,83,45,141,18,0,31,23,24549,10.10842639919549
170310306003,1591,118,45,171,65,157,178,123,143,99,144,59,184,59,16,16,14,31388,10.354180933247363
170310307001,2976,307,282,177,115,155,171,112,126,78,228,358,396,197,106,89,79,43687,10.684805853989356
170310307002,477,107,57,0,0,12,0,15,0,0,42,0,57,45,15,112,15,47019,10.758307054322177
170310307003,1668,349,56,79,169,111,86,126,31,90,155,116,120,138,28,0,14,27762,10.231423458135055
170310307004,981,145,203,51,73,86,0,22,143,14,0,139,34,26,14,18,13,21892,9.993876552263808
170310308001,567,100,0,10,0,38,16,0,0,13,50,24,97,31,47,27,114,60650,11.012874914372196
170310308002,499,0,39,32,14,0,12,30,0,17,26,168,42,36,0,24,59,62630,11.044999675519458
170310308003,645,0,13,15,15,31,34,10,15,74,61,25,88,58,29,95,82,58560,10.977807148635193
170310308004,461,0,0,0,15,64,0,15,0,13,59,11,101,39,20,70,54,56363,10.939568193836587
170310309001,239,0,0,30,30,7,0,1,23,12,0,36,56,9,0,14,21,36833,10.51414946145713
170310309002,511,27,9,0,14,20,36,47,55,36,14,131,18,48,47,0,9,32423,10.386623326480455
170310309003,428,45,6,9,19,32,22,33,31,0,8,51,58,28,43,24,19,37810,10.54032889688498
170310309004,284,0,0,0,0,0,61,0,9,8,53,5,96,8,32,12,0,25112,10.131101098521789
170310310001,537,28,9,0,42,22,30,0,144,5,51,59,44,42,0,31,30,22196,10.007667371445791
170310310002,442,44,24,20,0,22,65,32,0,38,90,20,60,13,6,0,8,17176,9.751268339558617
170310310003,888,70,0,49,17,35,105,37,25,21,97,93,106,69,38,87,39,40806,10.616584408403694
170310311001,842,0,65,66,16,49,27,44,12,51,51,135,150,89,19,13,55,32257,10.381490352934616
170310311002,492,90,21,13,32,9,53,26,0,66,58,27,36,14,22,10,15,31201,10.348205424565993
170310311003,789,77,40,65,108,44,0,0,35,20,89,66,137,41,0,17,50,37799,10.540037926231284
170310312001,1664,331,182,136,244,67,81,41,26,79,27,43,159,56,83,76,33,24110,10.090381971175217
170310312002,811,402,67,108,71,0,9,26,0,31,0,83,0,0,0,0,14,7897,8.97423821949758
170310312003,565,251,74,52,0,100,14,0,0,0,0,0,60,0,14,0,0,17831,9.788693794534046
170310313001,1532,187,106,195,121,165,75,42,181,8,86,119,26,81,47,60,33,25544,10.148157734394617
170310313002,2120,405,133,176,34,173,160,17,62,95,180,202,66,309,21,63,24,29972,10.3080188914842
170310314001,290,0,0,0,14,0,0,0,0,0,30,12,0,54,13,73,94,111210,11.619175584812888
170310314002,2017,125,92,121,82,58,67,86,21,50,279,154,208,195,113,270,96,53811,10.893233186217124
170310314003,1450,95,57,66,0,62,34,70,115,77,152,139,289,96,75,42,81,60567,11.011505469278333
170310314004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
170310315001,1873,402,246,223,98,143,47,30,90,50,101,28,130,71,129,85,0,17591,9.775142686598905
170310315002,1408,402,326,103,54,91,26,21,19,39,31,76,153,37,30,0,0,16166,9.69066555029379
170310315003,832,30,103,54,20,0,93,149,16,13,115,56,92,14,31,11,35,28561,10.259797429846147
170310316001,403,84,32,42,0,0,0,0,28,0,20,41,17,63,41,35,0,50461,10.828956039676049
170310316002,564,135,127,34,27,45,17,0,10,0,11,76,36,12,0,34,0,19953,9.90113478695253
170310316003,366,60,35,53,51,0,19,11,17,20,29,0,32,0,18,21,0,22692,10.029767718446458
170310317001,1059,230,32,89,67,74,0,17,16,89,105,89,83,14,42,18,94,35477,10.476639878169875
170310317002,991,153,59,51,80,12,0,66,52,23,18,159,108,70,28,112,0,36609,10.508049390799949
170310317003,1078,199,43,193,17,19,0,124,63,33,68,27,70,68,120,0,34,34683,10.454004932343432
170310317004,639,14,118,55,0,15,0,29,49,13,33,39,89,53,45,58,29,30251,10.31728452076383
170310318001,1078,85,118,47,11,66,0,11,57,41,34,136,163,111,17,81,100,45515,10.72579722093939
170310319001,623,81,39,0,0,36,23,68,8,15,80,48,123,15,26,14,47,53554,10.88844576963153
170310319002,730,59,38,24,0,25,15,50,39,35,78,14,118,87,39,6,103,42841,10.665250866959651
170310320001,452,55,12,20,20,18,12,20,11,14,16,58,23,45,37,75,16,53043,10.8788581843462
170310321001,991,191,61,26,51,26,113,89,50,14,41,110,115,14,53,26,11,32647,10.393508246868931
170310321002,1325,97,77,120,134,42,38,92,87,11,45,120,208,113,50,50,41,33341,10.414543149856174
170310321003,1965,330,162,168,82,22,87,33,87,98,131,123,263,159,88,105,27,41228,10.626872916156684
170310401001,47,0,0,0,0,0,8,10,0,0,0,0,0,29,0,0,0,39951,10.595408982170255
170310401002,796,22,50,20,39,35,31,71,52,10,48,60,107,37,103,91,20,38208,10.550800196752274
170310401003,307,7,9,18,0,8,23,0,9,0,29,22,36,43,32,18,53,53539,10.888165639275709
170310401004,659,52,0,0,21,24,39,37,10,19,78,45,84,206,31,13,0,28107,10.243773934619298
170310402001,769,36,77,26,109,179,15,0,61,0,59,55,96,48,0,8,0,21929,9.995565240737037
170310402002,632,34,85,24,15,29,0,31,0,68,78,75,117,22,22,32,0,22222,10.008838068143953
170310402003,513,58,0,44,0,24,41,49,12,18,71,97,39,0,47,0,13,29190,10.28158146384816
170310402004,804,5,0,31,45,14,49,20,12,56,117,73,188,72,82,11,29,41243,10.62723668039297
170310402005,844,57,138,55,0,32,11,121,55,0,79,106,97,66,27,0,0,20883,9.946690709836776
170310402006,838,143,70,52,117,105,0,0,32,38,54,21,117,31,45,13,0,16616,9.718121365555948
170310402007,617,29,92,42,42,0,75,14,28,40,77,45,39,52,42,0,0,19503,9.878323578872578
170310402008,335,19,46,9,33,26,26,43,14,0,11,33,27,48,0,0,0,19287,9.867186572809796
170310403001,366,0,0,10,46,19,10,76,21,0,0,10,30,30,21,45,48,32617,10.392588903827958
170310403002,432,0,26,34,32,72,74,0,0,16,53,64,17,28,10,6,0,17963,9.796069365768835
170310403003,328,9,19,0,0,0,33,8,47,35,0,21,42,48,37,21,8,36331,10.50042665029748
170310404001,433,0,0,28,0,93,14,32,14,25,24,44,35,48,0,0,76,47844,10.775700997169356
170310404002,715,82,0,15,0,27,47,14,0,69,100,49,107,106,16,43,40,45116,10.716992229759807
170310404003,677,52,0,47,12,0,75,16,89,28,30,134,14,28,28,51,73,38306,10.553361820862607
170310404004,374,47,0,50,14,65,0,0,13,0,42,13,72,16,0,26,16,24536,10.107896705794088
170310404005,463,24,52,0,15,0,0,0,0,28,78,59,29,15,59,28,76,54380,10.903751718186461
170310404006,241,0,0,0,14,0,0,15,15,16,16,41,52,15,15,29,13,42793,10.66412981679203
